n	radius_squared	x	y
242091	8692728480365510281268522210556520858625/5618	47/106	37/106
242092	27673241575061430034265425888265557614125/5618	1/2	5/106
242093	4854569489334387490957977697869638065625/5618	41/106	21/106
242094	8389052376247937869695822744685550697625/5618	19/106	19/106
242095	99689063145214915667492026112382944162825/5618	43/106	25/106
242096	5073513831403696779140780450417852614625/5618	37/106	37/106
242097	15843254791896199912720453088732774986625/5618	49/106	9/106
242098	11433616751478697591809963962348710128125/5618	1/2	15/106
242099	27280422578712504794711853944596088166725/3698	39/86	9/86
242100	13277470240003372466095342305402720184625/5618	31/106	7/106
242101	16179579799420249146962502097333865740625/5618	39/106	37/106
242102	8012019579909005320905576367401948246625/5618	19/106	1/106
242103	48806638635892383028112085252442778178125/5618	41/106	9/106
242104	21500786283938112840756059556408919394125/5618	1/2	51/106
242105	47731698555642869253732982907947975213625/5618	45/106	3/106
242106	6425990826922397314620675680995070040625/5618	1/2	13/106
242107	8654817712394541564416625474242219166125/5618	15/106	9/106
242108	30628264404907815681586630155551181721625/5618	1/2	29/106
242109	15393480037699783010952865933100852989625/5618	33/106	19/106
242110	12540522902967567919595516495532312692125/5618	41/106	5/106
242111	38390600589156922532141794917342486165625/5618	31/106	17/106
242112	26571465297339477030932444839425265625/256	5/16	0
242113	60584128914701901094172378981185999419625/5618	37/106	1/106
242114	24037868025402370093019920565246150577625/5618	37/106	17/106
242115	45958172920095004003999290282434027215625/5618	33/106	1/106
242116	8373317844019715336753021935251657603125/5618	49/106	9/106
242117	14577036990151394163973368014625550362925/5618	37/106	33/106
242118	11367414166631821137043452121496988815125/5618	47/106	47/106
242119	190225032350562436382642950674970413357625/5618	51/106	25/106
242120	9473844813158905022227180583961092121125/5618	1/106	1/106
242121	497339982815451991879338215136714874095925/5618	45/106	5/106
242122	23041124052308367333524395331338811242625/3698	1/2	7/86
242123	6935353769533493762311709056075780179625/5618	49/106	37/106
242124	101418341669536683677301537536946426715625/5618	37/106	13/106
242125	630295304433754984267706134927740724617625/5618	51/106	39/106
242126	8065094655068361524498231798241970616125/5618	37/106	37/106
242127	6578085284364347546919389898296728503125/5618	15/106	1/106
242128	10477256373727160804261138326602547707125/5618	1/2	33/106
242129	12144440443593585147104783106927457869125/5618	49/106	27/106
242130	89431548999929317542982369693255108754125/5618	35/106	29/106
242131	41005774866862866629269276258361080397125/5618	41/106	5/106
242132	25308117977992173321197335961603324665625/5618	17/106	9/106
242133	11830897606851254065119974272129272071125/5618	49/106	17/106
242134	8373317844019715336753021935251657603125/5618	1/2	37/106
242135	604305867253571754688441940715682458681625/5618	17/106	5/106
242136	35939270503808962339657938966552135337625/5618	39/106	39/106
242137	349451058881727433562046878065381673772125/5618	21/106	19/106
242138	19254103642555499024194710578226190728125/5618	7/106	3/106
242139	277666304726146940264473514211485172062125/5618	51/106	45/106
242140	22859315128009914701521943377725380881625/5618	33/106	3/106
242141	228889930283964962507509205670118137784325/3698	35/86	5/86
242142	62810171974347034899072642849810231671125/5618	37/106	17/106
242143	8654817712394541564416625474242219166125/5618	51/106	39/106
242144	14051810092000792012833603416479203750125/5618	33/106	1/106
242145	142861806241031678247111562973869250523625/5618	27/106	7/106
242146	10757725988365002679962878578479117953425/5618	19/106	9/106
242147	900842884877151608174237803924757393668625/5618	31/106	7/106
242148	13270241411810157768062815459569700853125/5618	25/106	25/106
242149	14560472900761001678456539286758993931125/5618	17/106	11/106
242150	70018872978511135053141379596483994768625/5618	39/106	1/106
242151	1339188921657139643241693685666682528078125/8978	51/134	29/134
242152	12144440443593585147104783106927457869125/5618	9/106	9/106
242153	36214746007205034592230312498474445429625/5618	15/106	3/106
242154	53207415741620976498032857880376310829125/5618	49/106	37/106
242155	159759538682860821089178032904503468449625/5618	19/106	1/106
242156	170463359311218605020140394950441931619225/5618	1/2	47/106
242157	7461049752064259969324677132967430315625/5618	19/106	7/106
242158	6935353769533493762311709056075780179625/5618	45/106	7/106
242159	16270046442883573248843253743274264422125/5618	47/106	11/106
242160	188873609003716999347391397922163390625/144	1/3	1/12
242161	43489202750909703116125270559004731339125/5618	25/106	17/106
242162	22859315128009914701521943377725380881625/5618	1/2	41/106
242163	34634837738259103538111753586643545916925/5618	37/106	19/106
242164	38860395720658040006028094363238769735125/5618	21/106	3/106
242165	293256607605952929754081109096587641107125/5618	47/106	31/106
242166	9980994870071500681409602146819975862925/5618	15/106	9/106
242167	272482844943521782554528012272405268226625/5618	43/106	27/106
242168	28957865285799310779767626207317146689625/5618	47/106	47/106
242169	16757312147760272218064723171573417865625/5618	15/106	1/106
242170	74238089861389384536170091279275291231125/5618	31/106	31/106
242171	31618803358732518883464793465307234403125/5618	39/106	5/106
242172	10652547160293965005412830865944661561125/3698	37/86	37/86
242173	14560472900761001678456539286758993931125/5618	27/106	23/106
242174	92255082894266839946630504101953149306125/5618	43/106	9/106
242175	16456076104041011826550268233647265396625/5618	35/106	11/106
242176	438560552367193648992359279600640625/98	3/14	3/14
242177	21544829059331627102431932844636287540625/5618	15/106	7/106
242178	14051810092000792012833603416479203750125/5618	11/106	11/106
242179	14239995672460032449199417309085075210025/5618	43/106	19/106
242180	7461049752064259969324677132967430315625/5618	29/106	29/106
242181	66531506646058110489544098928722183803125/5618	33/106	29/106
242182	43489202750909703116125270559004731339125/5618	1/2	15/106
242183	129670119014118875601560108382936221962225/5618	43/106	1/106
242184	68988863561828176390473749475685791246625/5618	1/2	1/106
242185	98652422074752534262332053514906846350125/5618	31/106	15/106
242186	13277470240003372466095342305402720184625/5618	9/106	9/106
242187	377461404996225801333507356065828990765625/4418	45/94	7/94
242188	89200371354174921041323519549702095606125/5618	39/106	39/106
242189	24626646172302373516731617533594120078625/5618	35/106	5/106
242190	10952210251435245805641567694888901731625/5618	11/106	11/106
242191	1121326268489856157215461550992552002953125/8978	59/134	23/134
242192	39119210738007705449852695995127855762625/5618	41/106	41/106
242193	37726971409571975843123166247594547178125/5618	35/106	15/106
242194	15051481869771252770487354447431405665625/5618	43/106	9/106
242195	14577036990151394163973368014625550362925/5618	47/106	39/106
242196	31618803358732518883464793465307234403125/5618	1/2	3/106
242197	472706371463855703201795562529951340038525/5618	49/106	5/106
242198	16456076104041011826550268233647265396625/5618	39/106	39/106
242199	11962321602483945616873216291352184605125/5618	51/106	37/106
242200	35018827152635989548677182100217504134125/5618	45/106	45/106
242201	30825030761986568707519662842492122505425/5618	25/106	17/106
242202	24992001708824687438821042099778093547125/5618	1/2	41/106
242203	111530788080949820726035708857884852101625/5618	41/106	25/106
242204	66531506646058110489544098928722183803125/5618	45/106	45/106
242205	199895312756946099594685244536433167550725/5618	47/106	15/106
242206	20316644380196303417488581019669087924025/5618	1/2	17/106
242207	2735441201477633586313708600624327161653125/11236	51/106	22/53
242208	26011520602246428420026707085578703125/144	1/2	1/12
242209	17575379681854175114079961779983947527625/5618	49/106	23/106
242210	15407729961363471770972262245003746628125/5618	19/106	3/106
242211	124707776399038579120710885431441067296125/5618	41/106	27/106
242212	76204547213136773832247732595248203534025/5618	43/106	41/106
242213	930172763362629154068973520412928599265625/8978	27/134	17/134
242214	33336081486105881376952055642505572271625/5618	31/106	17/106
242215	14322121098030706053531280831777794572125/5618	47/106	37/106
242216	64540538866126196958684923898436233165625/5618	41/106	31/106
242217	983863825475302356685449493624764070515625/8978	65/134	15/134
242218	47206514672635859354030522123231703714125/5618	19/106	19/106
242219	8893571304460597883435015142497176936225/5618	17/106	9/106
242220	11962321602483945616873216291352184605125/5618	17/106	17/106
242221	1019332944731789042162454426419289820015625/8978	15/134	13/134
242222	75204821445527899244447003830767258863425/5618	11/106	11/106
242223	317009082573111912893747473984145323540625/5618	39/106	15/106
242224	14577036990151394163973368014625550362925/5618	13/106	13/106
242225	73222515649604340014947420161149061197125/5618	51/106	39/106
242226	117040040055993754548590470958627725322125/5618	51/106	51/106
242227	278912926976632719083435293892086603440125/5618	43/106	17/106
242228	40188347212518225444702448644135783979625/5618	1/2	27/106
242229	36155781023237992931897698678356602907625/5618	35/106	21/106
242230	41920952994965789251576960682794858565125/5618	35/106	11/106
242231	228035607008684271046889630280236116599625/5618	35/106	11/106
242232	29373439551246182576770706422421323017125/5618	45/106	45/106
242233	192645963706554328515947636123243462239625/5618	33/106	1/106
242234	30825030761986568707519662842492122505425/5618	1/2	15/106
242235	45793850891908601717500930438745966944625/5618	51/106	39/106
242236	21544829059331627102431932844636287540625/5618	23/106	13/106
242237	243193936458811680734328257793422301316225/5618	47/106	29/106
242238	64485858109355347471511938998336325823225/5618	29/106	29/106
242239	15573458921784715070993192454765798914525/5618	21/106	9/106
242240	210430514394812929682338774339635015625/144	1/12	0
242241	149763545442918469382215964488248997917125/5618	35/106	5/106
242242	76204547213136773832247732595248203534025/5618	49/106	49/106
242243	136800411225929587459545420674856978062725/5618	31/106	17/106
242244	170004863843860372415685306796836505361125/5618	1/2	41/106
242245	20406313321884377817019016026424314914625/5618	47/106	7/106
242246	18890725064556095114428744279103676141125/5618	11/106	3/106
242247	660027712441268366753430066919058495637125/5618	47/106	31/106
242248	15689368670421785279287986731885724953125/882	5/42	1/42
242249	2614288020098640877038049505051113909703125/8978	47/134	3/134
242250	70916424664976073411110946370765826091425/5618	1/2	51/106
242251	407676645510504324718189468645138136102125/5618	33/106	13/106
242252	11830897606851254065119974272129272071125/5618	1/2	27/106
242253	1488686257534244710095187606693308126453125/8978	33/134	13/134
242254	8511994519064135690316859223565293840125/3698	41/86	35/86
242255	34634837738259103538111753586643545916925/5618	43/106	27/106
242256	33616639894132227502238152026066736590625/5618	31/106	23/106
242257	1750216515371985617137473648557171283015625/8978	19/134	7/134
242258	439568582217611886343273648673071725240125/5618	1/2	43/106
242259	37134203719436763235231426548206693990225/5618	47/106	39/106
242260	42476832659608791904698159101568381612125/5618	1/2	29/106
242261	16244553460182478678166352084365418004625/5618	45/106	11/106
242262	23866955287809755310559948098110496837125/5618	39/106	37/106
242263	205718588293629045077401560734168448244625/5618	35/106	11/106
242264	134038935822301819625677905882752793757625/5618	45/106	11/106
242265	349427942899847794872043119393264263119625/5618	41/106	31/106
242266	82867765587090468549002012284575834717125/5618	43/106	19/106
242267	744117245015482163993197969951576503265625/8978	53/134	17/134
242268	106035925152331596121230911353697188206625/5618	1/2	25/106
242269	18019380000330427404692503204661567161925/5618	45/106	11/106
242270	33938554849726910179566317870904881898625/5618	1/2	5/106
242271	116667524545875604596154585101189618235925/5618	29/106	3/106
242272	15573458921784715070993192454765798914525/5618	7/106	7/106
242273	2816792612673994436464302164955162170178125/11236	47/106	11/53
242274	136800411225929587459545420674856978062725/5618	25/106	25/106
242275	22601094048950326731298157747446954232425/5618	27/106	3/106
242276	114842393188076251491749257702421396896625/5618	1/2	7/106
242277	40666460636014194560756702507748628383625/5618	41/106	21/106
242278	149567597910408881459985146616790400940625/5618	19/106	7/106
242279	1870525693854926903736475106567276562502625/5618	29/106	15/106
242280	63312088167329411203890730000091693301125/5618	1/2	5/106
242281	43748955875696281159913941702966842615625/5618	47/106	15/106
242282	82738799271935589980788962131551105251625/5618	33/106	33/106
242283	751940600378461596872454837843151117515625/8978	19/134	15/134
242284	135232321642123371751881962225887565070125/5618	33/106	33/106
242285	45171376688273649913148051728602225149125/5618	7/106	3/106
