n	radius_squared	x	y
177691	2622627177024762161290975519757087348125/4802	9/98	3/98
177692	474113499097579983845943092025758775625/1682	7/58	7/58
177693	3705815730504749959106114055800617470625/4802	13/98	9/98
177694	1569097828911925855402646315474142055625/4802	1/2	27/98
177695	1024835079070104829213357700516431563125/4802	45/98	9/98
177696	300843612741557286761301259053003783125/1682	9/58	9/58
177697	1059062764625662272438463076343058695625/4802	43/98	1/14
177698	1213670467490722458195902941502629308125/4802	31/98	9/98
177699	1802812073400695356499410261492408808125/4802	3/14	15/98
177700	2527070557176085224333362390085912333125/4802	1/2	1/98
177701	221853585088416286977792848287587835625/1682	15/58	7/58
177702	1347975244709352216058407546235874035625/4802	43/98	5/98
177703	1808148515302032087210828554414341038125/4802	37/98	23/98
177704	192434640419415677141042071792144995625/1682	7/58	5/58
177705	1535527829035223441584871677370729898125/4802	29/98	9/98
177706	1151827386344698383892926995438801063125/4802	1/2	9/98
177707	4734176679200977814973558768998000745625/4802	45/98	5/14
177708	313687960956534154016756284999299318125/1682	11/58	9/58
177709	1151827386344698383892926995438801063125/4802	39/98	31/98
177710	167797889229309780506046367486551205625/1682	1/2	1/58
177711	1009454313188045010443673575656081330625/4802	17/98	5/98
177712	129341315691738405947257785958654833125/1682	1/2	21/58
177713	1361040658227471598332682163146079020625/4802	31/98	11/98
177714	877066862278137468090404909996267385625/4802	3/14	11/98
177715	1112328638098928578386977889098739300625/4802	15/98	11/98
177716	208118161804902065861127001174930223125/1682	3/58	3/58
177717	1215996026461419719636574680923641595625/4802	5/14	33/98
177718	999098893127721802603257117590562248125/4802	5/14	17/98
177719	1573154484432453909811587298244968195625/4802	39/98	19/98
177720	119056657850733408097533389011459188125/1682	17/58	17/58
177721	97131805169282149213310321751052073125/1682	13/58	7/58
177722	791193921147386629807203613352063745625/4802	17/98	13/98
177723	972614183321309678680192976923237598125/4802	23/98	1/14
177724	77611761053134499620420283098489418125/1682	19/58	19/58
177725	175550143287601682523138838394103288125/1682	15/58	13/58
177726	737571360312664420107430544166799000625/4802	45/98	13/98
177727	972614183321309678680192976923237598125/4802	45/98	11/98
177728	85453633191181641764883237007273448125/1682	1/2	25/58
177729	52165282019319909580938223066197805625/1682	27/58	19/58
177730	36738972939676667837158826361796898125/1682	5/58	5/58
177731	791193921147386629807203613352063745625/4802	43/98	31/98
177732	116812764637486831403372498294346273125/1682	1/2	13/58
177733	73657021636414270340398867399203333125/1682	21/58	15/58
177734	36738972939676667837158826361796898125/1682	25/58	11/58
177735	30243684906142671313462238275733358125/1682	25/58	5/58
177736	33325843877469312975980682940776248125/1682	1/2	17/58
177737	30243684906142671313462238275733358125/1682	19/58	17/58
177738	30243684906142671313462238275733358125/1682	23/58	11/58
177739	48001444851033781075495112125705238125/1682	3/58	1/58
177740	30243684906142671313462238275733358125/1682	21/58	21/58
177741	479904509548414841030598913016825550625/4802	3/14	9/98
177742	73657021636414270340398867399203333125/1682	1/2	17/58
177743	36738972939676667837158826361796898125/1682	17/58	15/58
177744	479904509548414841030598913016825550625/4802	45/98	45/98
177745	1114601655339019120823286842167505860625/4802	39/98	29/98
177746	52165282019319909580938223066197805625/1682	9/58	9/58
177747	97131805169282149213310321751052073125/1682	25/58	17/58
177748	91914207356265688116748574936307870625/1682	1/2	13/58
177749	77611761053134499620420283098489418125/1682	5/58	1/58
177750	972614183321309678680192976923237598125/4802	31/98	3/98
177751	1114601655339019120823286842167505860625/4802	25/98	13/98
177752	127138332308831223113606767254723910625/1682	1/2	27/58
177753	877066862278137468090404909996267385625/4802	41/98	29/98
177754	791193921147386629807203613352063745625/4802	45/98	1/98
177755	999098893127721802603257117590562248125/4802	41/98	15/98
177756	97131805169282149213310321751052073125/1682	15/58	15/58
177757	1410133294335826561644583433141862683125/4802	5/14	23/98
177758	1009454313188045010443673575656081330625/4802	25/98	9/98
177759	1009454313188045010443673575656081330625/4802	33/98	3/98
177760	129341315691738405947257785958654833125/1682	19/58	15/58
177761	1518386399063017447850911314954874283125/4802	39/98	23/98
177762	167797889229309780506046367486551205625/1682	21/58	13/58
177763	1569097828911925855402646315474142055625/4802	47/98	23/98
177764	211878186405532563827998162990636905625/1682	5/58	5/58
177765	1129276870567695130279687147702819493125/4802	27/98	11/98
177766	321289884884855909523480515551472055625/1682	1/2	13/58
177767	2833605718407948829287941941121304783125/4802	41/98	37/98
177768	918634552741596556756014933623537100625/4802	5/14	5/98
177769	1548476113695059688043048580537837393125/4802	19/98	15/98
177770	1351218010039638071731832200851488680625/4802	1/2	39/98
177771	1347975244709352216058407546235874035625/4802	47/98	29/98
177772	1361040658227471598332682163146079020625/4802	1/2	47/98
177773	3072674193652926413977015467637348233125/4802	41/98	11/98
177774	192434640419415677141042071792144995625/1682	1/2	25/58
177775	1213670467490722458195902941502629308125/4802	45/98	37/98
177776	221853585088416286977792848287587835625/1682	1/2	19/58
177777	1600326545629359701514951666229130680625/4802	13/98	9/98
177778	1024835079070104829213357700516431563125/4802	33/98	25/98
177779	1808148515302032087210828554414341038125/4802	43/98	3/14
177780	3301033195690626157498564124042882995625/4802	33/98	33/98
177781	1863022819523975238377150375172825880625/4802	5/98	3/98
177782	313687960956534154016756284999299318125/1682	21/58	15/58
177783	1351218010039638071731832200851488680625/4802	39/98	3/14
177784	506868810572351381975266323618484973125/1682	1/2	9/58
177785	298752121314120471141617802064048308125/1682	13/58	1/58
177786	3837170687480222312625337535580360573125/4802	39/98	13/98
177787	1548476113695059688043048580537837393125/4802	37/98	1/98
177788	918634552741596556756014933623537100625/4802	39/98	11/98
177789	5633680145036320749470518755533027350625/4802	29/98	5/98
177790	708108018158917737888023748643944735625/1682	21/58	7/58
177791	2455913571638840301557514274524326860625/4802	41/98	1/98
177792	2210480883065705767100078386032915450625/4802	47/98	47/98
177793	2582030454828219285586570443211260548125/4802	37/98	1/98
177794	2842662467291094638290246958010545620625/4802	1/2	3/98
177795	2646579587004266448620780187892631708125/4802	41/98	9/98
177796	447596594566707182742423824444712945625/1682	19/58	19/58
177797	2072906196687694110016011218672632358125/4802	27/98	11/98
177798	918634552741596556756014933623537100625/4802	1/2	5/98
177799	1548476113695059688043048580537837393125/4802	13/98	5/98
177800	1172050981084105951723191467036926645625/4802	9/98	9/98
177801	1059062764625662272438463076343058695625/4802	43/98	3/14
177802	2069252994046007839876652172380310863125/4802	1/2	9/98
177803	3555543481059655537386780652235013008125/4802	45/98	17/98
177804	1059062764625662272438463076343058695625/4802	19/98	19/98
177805	2614575265495313276920965580313144055625/4802	39/98	23/98
177806	5052222551355879497643371265854851860625/4802	17/98	17/98
177807	14621679152462751907731045167763836610625/4802	3/14	1/98
177808	409227441450910038488864798197055455625/1682	1/2	3/58
177809	2614575265495313276920965580313144055625/4802	47/98	25/98
177810	2706197757283562880060190888488589470625/4802	1/2	13/98
177811	1213670467490722458195902941502629308125/4802	25/98	5/98
177812	2023753599730225926540825482516933943125/4802	39/98	33/98
177813	6613710217675068234159192556266681030625/4802	5/14	17/98
177814	557543767802785337863019210221440473125/1682	1/2	17/58
177815	2537936756830698866792199745162874063125/4802	15/98	9/98
177816	3349299455846033514258332143183661035625/4802	1/2	43/98
177817	2622627177024762161290975519757087348125/4802	39/98	23/98
177818	1762958704952362540122199043538209738125/4802	27/98	1/14
177819	4805623208767916792654562079554894158125/4802	9/98	5/98
177820	2530256794154427065356731269741368380625/4802	9/98	9/98
177821	3214095708538824601565263420384947788125/4802	23/98	9/98
177822	2916838301968759898530325763008305218125/4802	1/2	45/98
177823	23032610560532631886556013450861971835625/4802	37/98	1/14
177824	1213670467490722458195902941502629308125/4802	39/98	33/98
177825	5569252924986989989659582387031110625625/4802	45/98	17/98
177826	4849720733349751299909847037786482120625/4802	27/98	27/98
177827	5353164951092603533729248112103996943125/4802	23/98	17/98
177828	2333627418694167755421870410232659133125/4802	41/98	3/14
177829	7342913029027552122679220352974456493125/4802	45/98	33/98
177830	595818191957024460183269473022655870625/1682	21/58	11/58
177831	4334444193089011219286577315137984648125/4802	23/98	9/98
177832	3014255560857654160017164140361013210625/4802	15/98	9/98
177833	11067984951821474846415290408477659983125/4802	39/98	19/98
177834	1491964332647830792559294698789856410625/4802	3/14	1/98
177835	6503144294373359609831780156678547108125/4802	39/98	27/98
177836	2908438473156348336396900437887381225625/4802	27/98	27/98
177837	2032455577046991208675910999238318233125/4802	41/98	27/98
177838	2072906196687694110016011218672632358125/4802	29/98	3/98
177839	13536642984021332196677993446559252310625/4802	45/98	41/98
177840	32110182008592671441325703217509765625/64	3/8	0
177841	7245165841002799775303840913624806455625/4802	41/98	31/98
177842	1653344692209210465088694439794901360625/4802	23/98	15/98
177843	6136820102055727823000686324562943555625/4802	43/98	13/98
177844	1491964332647830792559294698789856410625/4802	5/98	5/98
177845	3454292869012056227172954525815175723125/4802	5/14	25/98
177846	4632439223745553361874112154353492298125/4802	37/98	1/98
177847	4292443684388081555498030528345896533125/4802	27/98	1/98
177848	1417724790823881486698956413388172378125/1444	1/38	0
177849	5396552910136572473111079107648913708125/4802	43/98	27/98
177850	6284860665823650683211939991850026305625/4802	1/2	31/98
177851	4292443684388081555498030528345896533125/4802	17/98	1/14
177852	892667113216751949242549637517929258125/1682	1/2	1/58
177853	6793855885469386907828768784125369988125/4802	37/98	3/98
177854	1762958704952362540122199043538209738125/4802	19/98	5/98
177855	7315214744007695767651643294264955960625/4802	45/98	9/98
177856	6136820102055727823000686324562943555625/4802	1/2	3/98
177857	5894092127015962557830886728108055758125/4802	29/98	17/98
177858	2072906196687694110016011218672632358125/4802	45/98	1/98
177859	9899691189347881956070810013714562375625/4802	31/98	11/98
177860	3454292869012056227172954525815175723125/4802	27/98	27/98
177861	7245165841002799775303840913624806455625/4802	13/98	11/98
177862	4185422065923560718949525836428181258125/4802	41/98	15/98
177863	6503144294373359609831780156678547108125/4802	13/98	11/98
177864	1762958704952362540122199043538209738125/4802	1/2	27/98
177865	6740559129776011896130831177625367085625/4802	43/98	1/14
177866	4682699935142201596448479401152321605625/4802	41/98	3/98
177867	7464400426916630766751238017770171683125/4802	29/98	13/98
177868	6875742399393494803841340863248057270625/4802	13/98	13/98
177869	34445879036936189721886185650185875773125/4802	37/98	23/98
177870	4836852348662969716444874136493430363125/4802	37/98	11/98
177871	6106187804862621644688389940303876183125/4802	37/98	23/98
177872	3791377655081637413656227773012638458125/4802	25/98	25/98
177873	4246360023689979948053377219632668245625/4802	27/98	23/98
177874	5399707238876285974224327883531043395625/4802	23/98	1/14
177875	13104215504974942011215118457460316670625/4802	31/98	3/98
177876	2310175425324242992215171568595865925/36	1/2	1/3
177877	42271331362027303315934528113100809605625/3364	11/29	11/58
177878	4967509958576771937385856500108536075625/4802	1/2	13/98
177879	21939923911417961266423845640931875418125/4802	33/98	31/98
177880	7785659664370027332329318971588927650625/4802	1/2	27/98
177881	2032455577046991208675910999238318233125/4802	5/14	3/98
177882	1580459723003202697974650964406760708125/3698	1/2	25/86
177883	20380716319957808933580297140169939758125/4802	5/14	31/98
177884	4146229119007282521059093376850187350625/3698	1/2	37/86
177885	9085652929417619139363768624550845775625/4802	37/98	17/98
177886	964501272063028546042530141412365580625/1682	1/2	19/58
177887	18622775331460001599216448628557467118125/4802	47/98	11/98
177888	4355004761848458267831803386018649633125/4802	39/98	5/14
177889	146826638056338353979364048496137674055625/13778	17/166	9/166
177890	12562862435210139958701900106781841213125/4802	1/2	9/98
177891	31800820916470344244500067682548335963125/4802	47/98	29/98
177892	7023003510294822093470099512225462480625/4802	29/98	3/14
177893	21672443715757702686787478166356000770625/4802	47/98	1/14
177894	2329164420411515472716189977229313595625/4802	37/98	27/98
177895	11413019778802335248718577149569017770625/4802	27/98	1/14
177896	15054023602018456308485731863018878770625/4802	29/98	29/98
177897	9800762891246063552139662824538463068125/4802	37/98	29/98
177898	2032455577046991208675910999238318233125/4802	15/98	15/98
177899	42013614544843059711312390991238613573125/4802	23/98	1/14
177900	11698828106545338778633131658304558688125/4802	37/98	1/98
177901	12329054357588860263479105803033941083125/4802	43/98	25/98
177902	4355004761848458267831803386018649633125/4802	1/98	1/98
177903	3717392842992683402396873485653504333125/4802	47/98	41/98
177904	1540135413092382260655761814334316407625/3698	23/86	19/86
177905	9709355080603058653356273987796257825625/4802	33/98	13/98
177906	6740559129776011896130831177625367085625/4802	37/98	23/98
177907	41356151079657566931824371022187843600625/4802	37/98	29/98
177908	10436328261597071317994138885549126250625/4802	25/98	15/98
177909	11937325716444489836276909230095608455625/4802	15/98	1/98
177910	3108531577621561885813825706315541400625/3698	1/2	13/86
177911	52181271784143894174885823465012613054125/4802	47/98	39/98
177912	14357484047780824513217550387915584955625/4802	43/98	5/98
177913	20386367317275788100246712966979764300625/4802	39/98	11/98
177914	6740559129776011896130831177625367085625/4802	1/2	43/98
177915	16827372976809674579870062847858147515625/3698	35/86	5/86
177916	2763619959970140120476722822722864318125/4802	1/2	1/98
177917	4009979922281901573874094674172898135625/4802	13/98	3/98
177918	7315214744007695767651643294264955960625/4802	31/98	19/98
177919	27982630553114338888136500258937573636125/4802	47/98	25/98
177920	37321573975688138803274749232445086525/722	5/38	5/38
177921	15202329525264516034181313284796163323125/4802	29/98	5/98
177922	10790844095232352638867725200112894073125/4802	37/98	17/98
177923	22969519130758044682281044519447106534125/4802	5/14	31/98
177924	4079254813648897264370343772274543700625/4802	1/2	47/98
177925	30801778812100156950891908319379135035625/4802	43/98	33/98
177926	21472551813198865190436911558586023393125/4802	1/2	17/98
177927	12585778567954087118000871403097115930625/4802	43/98	13/98
177928	10305375515280914475596840553234572995625/4802	23/98	17/98
177929	4628385152823610093399403466944123358125/3698	31/86	25/86
177930	19788801506528676089352058059736896768125/4802	19/98	19/98
177931	2070298908823188662524411832203612743125/1682	21/58	17/58
177932	699773585069916900149822943034214838125/3698	27/86	27/86
177933	17698047080259540233791727887656170468125/4802	31/98	3/98
177934	2329164420411515472716189977229313595625/4802	41/98	5/98
177935	17041165743352548077797043593884221925625/4802	13/98	9/98
177936	7103532858391959372896995868625013230625/4802	1/2	31/98
177937	11640165566015513079320678381777089395625/4802	37/98	29/98
177938	10353069229593316685622988285329711383125/4802	1/2	43/98
177939	38150113818405018790115393941627077625625/4802	13/98	11/98
177940	15396785691496510679080311813316155363125/4802	1/2	25/98
177941	16447584742896284114528854031054327733125/4802	11/98	5/98
177942	8992588825436211994629090164287493633125/4802	9/98	9/98
177943	22036110194967263910224846987656544350625/4802	13/98	9/98
177944	15454842369691878910122343440068539383125/4802	1/2	41/98
177945	23323780048471571956479979037667403983125/4802	19/98	5/98
177946	18413007723288892990437506607614722410625/4802	19/98	5/98
177947	4595378451082179175899509955074051148125/4802	17/98	11/98
177948	12585778567954087118000871403097115930625/4802	1/2	3/98
177949	11297373240978396604890218707098958635625/4802	47/98	13/98
177950	8202392386999007328822969227433247830625/4802	47/98	1/98
177951	14543027431756720491378016346707499238125/4802	25/98	11/98
177952	4260077929560958351651891512756205695625/4802	1/2	31/98
177953	1736149760273232401175443835946956813125/3698	29/86	11/86
177954	14543027431756720491378016346707499238125/4802	33/98	3/14
177955	8202392386999007328822969227433247830625/4802	15/98	5/98
177956	2059853748606438315590343102889081935625/3698	1/2	39/86
177957	51473870803365579797991763930966271858419301815063606521117987630625/1682	23/58	1/58
177958	9533589027657047189100065423452236063125/4802	37/98	1/98
177959	29168532827428859643682384105520351470625/4802	39/98	11/98
177960	6232356305293480201684124886921816158125/3698	1/2	23/86
177961	11267065990647494337328177661870139143125/4802	43/98	39/98
177962	6713173279181247897574788625609534150625/4802	31/98	31/98
177963	22747869077038346651649010685700279000625/4802	31/98	1/98
177964	4720165064373779143823075263588608968125/4802	23/98	1/14
177965	32370003208972112448334092975868539768125/4802	25/98	15/98
177966	26221467704650876649561057142232308550625/4802	1/98	1/98
177967	11159478054414958468827816502559397263125/4802	47/98	41/98
177968	8145432881589495488793493043531298765625/3698	19/86	19/86
177969	135096399689866557610862062996101010245625/4802	25/98	9/98
177970	4595378451082179175899509955074051148125/4802	1/2	19/98
177971	23860457228707713929585593835660782180625/4802	43/98	29/98
177972	2481032463180546569097286266138458260625/3698	1/2	9/86
177973	29760735625704513965794426825789064545625/4802	47/98	13/98
177974	2641329251460726530373561597962214408125/3698	37/86	13/86
177975	61928396858970259816832571285795309435625/4802	47/98	11/98
177976	2586337805977930050215956621239528085625/1682	1/2	3/58
177977	15061160776608706423056391061600664700625/4802	39/98	33/98
177978	17942999914498713778535481379207858953125/3698	37/86	33/86
177979	53903918605343816141260229752251302333125/4802	47/98	37/98
177980	16310189600518683465314287692206062435625/4802	39/98	5/14
177981	33677677338450669562820931774549207310625/4802	25/98	9/98
177982	1896953017796515917376794019858431998125/3698	1/2	11/86
177983	5236911085383853260310923961541068148125/4802	33/98	15/98
177984	31841961408852992549349419467197265625/98	1/2	1/14
177985	17191793858315507523832668620593373948125/4802	37/98	27/98
177986	10305375515280914475596840553234572995625/4802	5/98	3/98
177987	46799677558174512422060239598308345890625/3698	17/86	7/86
177988	7440299866538288151550575322199455328125/3698	35/86	35/86
177989	28618816814574118081092880609860937015625/3698	31/86	29/86
177990	4720165064373779143823075263588608968125/4802	17/98	17/98
177991	36662092903701479670410906054402858658125/4802	13/98	3/98
177992	21848671151472532560387891751629680145625/4802	33/98	33/98
177993	64086669099124978527901619220982794120625/4802	37/98	3/98
177994	22906584722797653869156545798157053088125/4802	5/14	31/98
177995	26171837228047618579619104896607086348125/4802	13/98	9/98
177996	9815977774605369426296340222993886748125/4802	45/98	27/98
177997	20332227367986669100501874605030373748125/4802	29/98	13/98
177998	8652365922419244962341260561104089868125/3698	29/86	29/86
177999	30109384823679645773784287031646958793125/4802	45/98	25/98
178000	28245194350379901613672995098916015625/36	1/2	1/3
178001	8633255273181057190515780145320098268125/4802	45/98	1/98
178002	10336360642999678788127524539480812943125/3698	7/86	1/86
178003	35865953817517121358746068020117372010625/4802	45/98	33/98
178004	16310189600518683465314287692206062435625/4802	1/98	1/98
178005	62849468890248815782505331796046258078125/5618	37/106	33/106
178006	11937325716444489836276909230095608455625/4802	41/98	41/98
178007	34592104448382937700744036236116471218125/4802	23/98	17/98
178008	9495824175523870773381389907165663120625/4802	1/2	1/98
178009	49851073188108592662542388917739343343125/4802	43/98	33/98
178010	25844504464002734525046519050785631703125/3698	1/2	39/86
178011	33852591600246950882061055477278324205625/4802	45/98	23/98
178012	4545241552710160466122335897219122515625/3698	31/86	23/86
178013	62009639133707719264007766776431475363125/4802	43/98	33/98
178014	2705162594576378674324400505186731835625/3698	23/86	23/86
178015	73350905788367752227873014358204904683125/4802	29/98	3/14
178016	20617302353335658746221095980025987715125/3698	19/86	19/86
178017	36969752774552520720822675524581757869625/4802	5/14	25/98
178018	702877974497568294986155827358276613125/3698	39/86	19/86
178019	15066119679251996226986447257525602015625/3698	23/86	19/86
178020	6534027621862392963283470998068074423125/4802	39/98	27/98
178021	30777947216300412370877292066742857168125/4802	45/98	27/98
178022	665003378613654570116044039989965463125/3698	1/2	17/86
178023	33703142051229861196502969614769323958125/4802	33/98	1/14
178024	6005027160879847039183524068588767703125/3698	1/2	15/86
178025	122688691850576528992947392143766665433125/4802	17/98	11/98
178026	6028390471203486003157245173647882698125/1682	13/58	13/58
178027	89275231780158755988080651328350813500625/4802	45/98	23/98
178028	12036559420046271749768720182526084515625/3698	37/86	33/86
178029	84397599382619897765824304564292038733125/4802	33/98	15/98
178030	10332284033324899675748579707905350670625/4802	3/98	3/98
178031	74921003410376347301490200841851527010125/4802	39/98	1/98
178032	6270470509572984721967591962341781785625/1682	17/58	17/58
178033	14245401332365199937463449743549825828125/3698	23/86	19/86
178034	72164346615374579279945855532340973035625/4802	43/98	3/14
178035	67315309876261088626756226293718451235625/4802	39/98	33/98
178036	6745485871219537507047797860204175453125/3698	3/86	3/86
178037	12891459902593369900532253590782957645625/4802	29/98	3/14
178038	1220486367786339916122131134149919725625/3698	35/86	11/86
178039	42605280644398387430428391201561073023125/4802	45/98	25/98
178040	11371162520748709890810067622260492133125/3698	21/86	21/86
178041	6005027160879847039183524068588767703125/3698	41/86	7/86
178042	8074108336394716210042460684972283953125/3698	41/86	41/86
178043	71476830437308294646538620545183607110625/4802	41/98	31/98
178044	1326145492580398734345852824090908710625/3698	9/86	9/86
178045	76658052694029527054749288947884426078125/3698	11/86	3/86
178046	15286406125907743465775647413273201520625/4802	39/98	15/98
178047	15117593562563476901198415759117224078125/3698	27/86	23/86
178048	5334419816164858378621294720933396338125/1682	15/58	15/58
178049	74387525258326511677478979040044299142625/4802	13/98	9/98
178050	7276062304471371343971814707627855745625/4802	37/98	37/98
178051	52695614456522671517415819975938435388125/4802	27/98	23/98
178052	39889069127893310324729284493048151218125/4802	23/98	23/98
178053	4545241552710160466122335897219122515625/3698	41/86	29/86
178054	12377151977300911421074800596854766703125/3698	1/2	17/86
178055	73777951413749453435056128396922040328125/3698	9/86	7/86
178056	2050677538979359805624522636765581515125/3698	1/2	31/86
178057	130971995656801904063310651519209268520625/4802	47/98	1/14
178058	5686434275826628926138853634163359515625/3698	39/86	27/86
178059	699773585069916900149822943034214838125/3698	39/86	25/86
178060	13715015645039757605019785198259680935625/3698	1/2	25/86
178061	11287201635140667282857048887115900265625/3698	25/86	15/86
178062	13857211997939063796927195694390461195625/4802	25/98	3/98
178063	26408228247301753823677291652652398783125/4802	45/98	25/98
178064	3513144187109910472192655688271474733125/3698	35/86	35/86
178065	23599431418537145930002577214814479015625/3698	7/86	3/86
178066	12426800483307508957401322477613461305625/4802	1/2	47/98
178067	5194171604941823803912665790969431078125/3698	13/86	9/86
178068	9970197287849486900023017146899288890625/3698	1/2	1/86
178069	8145432881589495488793493043531298765625/3698	29/86	15/86
178070	12891459902593369900532253590782957645625/4802	47/98	47/98
178071	49312605971968789274115928643968538078125/5618	51/106	19/106
178072	6109414687794285181147063625807559655625/3698	1/2	23/86
178073	30079335645100526205477260221748703578125/3698	29/86	13/86
178074	3173093159439168627292951475417123265625/3698	1/2	3/86
178075	90989658226028820671896480606898984280625/4802	41/98	5/14
178076	12836434206284443670915239522763145640625/3698	35/86	23/86
178077	5587462545688286432876502090212042328125/3698	29/86	13/86
178078	11145087224955555963657226216575471765625/3698	31/86	21/86
178079	50215792095708542248171712582758927143125/3698	23/86	11/86
178080	9018848241389542453623027731025390625/64	1/8	0
178081	7730228334171294807346746452934712015625/3698	21/86	3/86
178082	6403150508562488831836575388053216390625/3698	1/2	3/86
178083	8202392386999007328822969227433247830625/4802	41/98	23/98
178084	1150691185502424839798669803028254210625/3698	39/86	39/86
178085	47900307890982083886359264246076513723125/4802	19/98	1/98
178086	9217121342091668029295913874126020758125/4802	37/98	37/98
178087	14355474276389462381349796585319823498125/4802	27/98	19/98
178088	4440241422291718264953126270696199283125/3698	7/86	7/86
178089	17639545684964071765074750755146295515625/3698	37/86	33/86
178090	11287201635140667282857048887115900265625/3698	39/86	19/86
178091	2756949794266818643385679150772254640625/3698	15/86	9/86
178092	9925496235185861328268757402545546515625/3698	1/2	7/86
178093	1740297416237962626661564793814588576125/3698	37/86	11/86
178094	3642393523812366236881809680947285328125/3698	1/2	21/86
178095	11314245517881849306647409808180705015625/3698	7/86	3/86
178096	7538047627844748702449150881745889000625/3698	1/2	3/86
178097	19446820452538108111926082949892672390625/3698	15/86	7/86
178098	5587462545688286432876502090212042328125/3698	21/86	15/86
178099	555296659433557704693796284791564573125/3698	27/86	17/86
178100	6063435443284747970965738957975294953125/3698	29/86	25/86
178101	156999442289002336087385977863509724248125/7396	17/86	5/43
178102	4091524216969227668209320013566467078125/3698	13/86	13/86
178103	3642393523812366236881809680947285328125/3698	27/86	23/86
178104	771817418578232463368262358357389060625/3698	35/86	35/86
178105	8966410418300045579054851006522954515625/3698	13/86	5/86
178106	2756949794266818643385679150772254640625/3698	23/86	11/86
178107	7642524769285404355270561781864435453125/3698	37/86	5/86
178108	3900681399820124490876048629015954078125/3698	27/86	27/86
178109	6294426992834976573233446852509126453125/3698	39/86	11/86
178110	7197498805033458890791577542113274203125/3698	1/86	1/86
178111	9502764767484457947884853919849677828125/3698	33/86	1/86
178112	7578381521964300304069299268791465015625/3698	35/86	11/86
178113	3173093159439168627292951475417123265625/3698	35/86	17/86
178114	6259569537303805404245839381912251265625/3698	1/2	41/86
178115	8652365922419244962341260561104089868125/3698	25/86	5/86
178116	4230680437807115401681497064801216140625/3698	1/2	25/86
178117	3389116626073222918302140612095828953125/3698	11/86	1/86
178118	1720699968793917283272403198672479925625/3698	17/86	17/86
178119	4613298455960661906972110761602045518125/3698	23/86	5/86
178120	7195244832182904296290429314588929640625/3698	1/2	27/86
178121	6259569537303805404245839381912251265625/3698	37/86	21/86
178122	2303752567811999140363375728727500453125/3698	37/86	15/86
178123	3389116626073222918302140612095828953125/3698	21/86	5/86
178124	8050843501049005448977640265884695578125/3698	1/2	15/86
178125	5811300904538872176654764696827185265625/3698	25/86	13/86
178126	3550094326897287672119836799229058703125/3698	35/86	35/86
178127	3900681399820124490876048629015954078125/3698	33/86	5/86
178128	15003664480478914179578218290166015625/98	3/14	3/14
178129	3550094326897287672119836799229058703125/3698	21/86	17/86
178130	2283818643418000349580277176574107828125/3698	9/86	7/86
178131	3418944893631820380284500285308965640625/3698	23/86	11/86
178132	1984301444281213418487781809154552703125/3698	19/86	19/86
178133	5523805031265688296383673367090136515625/3698	11/86	1/86
178134	1984301444281213418487781809154552703125/3698	35/86	23/86
178135	362919824921647446782572930341526893125/3698	31/86	9/86
178136	2040818353553480535431196280552578625625/3698	1/2	13/86
178137	1658114905495260527777461511759283765625/3698	33/86	31/86
178138	1900175475640554035482200418585456578125/3698	33/86	25/86
178139	1658114905495260527777461511759283765625/3698	27/86	17/86
178140	1803351247582436632400304855854987453125/3698	23/86	9/86
178141	1658114905495260527777461511759283765625/3698	39/86	23/86
178142	1658114905495260527777461511759283765625/3698	25/86	7/86
178143	2158108870057670068282332040613345640625/3698	37/86	7/86
178144	1658114905495260527777461511759283765625/3698	41/86	5/86
178145	3155337257715048444241085098751996703125/3698	15/86	13/86
178146	1658114905495260527777461511759283765625/3698	37/86	37/86
178147	2273980487241974501478698861585874265625/3698	29/86	3/86
178148	1984301444281213418487781809154552703125/3698	25/86	21/86
178149	1984301444281213418487781809154552703125/3698	5/86	3/86
178150	2273980487241974501478698861585874265625/3698	9/86	9/86
178151	2283818643418000349580277176574107828125/3698	11/86	3/86
178152	2283818643418000349580277176574107828125/3698	1/2	1/86
178153	2832001564252967096115487360792405015625/3698	35/86	11/86
178154	246957126174821292832973669071826918125/3698	1/2	37/86
178155	3550094326897287672119836799229058703125/3698	27/86	1/86
178156	2303752567811999140363375728727500453125/3698	35/86	5/86
178157	3043643903459648499312197130654580890625/3698	39/86	5/86
178158	5811300904538872176654764696827185265625/3698	15/86	15/86
178159	6063435443284747970965738957975294953125/3698	9/86	3/86
178160	7243499742329049745290586269619140625/64	1/8	0
178161	8034526434310893629756721983735564515625/3698	41/86	29/86
178162	3043643903459648499312197130654580890625/3698	1/2	27/86
178163	2303752567811999140363375728727500453125/3698	13/86	7/86
178164	6870672741703042688125084551083312640625/3698	1/2	29/86
178165	13817283680283406684405654016963917765625/3698	27/86	3/86
178166	1571123335327166853350588697552106608125/3698	23/86	23/86
178167	4230680437807115401681497064801216140625/3698	33/86	3/86
178168	4091524216969227668209320013566467078125/3698	37/86	1/86
178169	3151895427509919678136855617498058308125/3698	41/86	31/86
178170	4128507076970018261443277296036411703125/3698	17/86	17/86
178171	19292561145713444448077215258598975828125/3698	7/86	3/86
178172	3642393523812366236881809680947285328125/3698	39/86	9/86
178173	1339973409946801894649958834854044239125/3698	35/86	21/86
178174	11474952891582281965964555893441902640625/3698	41/86	15/86
178175	8961284257217441807997431364947856390625/3698	19/86	13/86
