n	radius_squared	x	y
2129	99205626363957255293125/484	9/22	3/11
2130	8796826192021003508125/162	5/18	1/18
2131	166039948196257550943125/1058	17/46	9/46
2132	280417102825991275625/242	9/22	1/22
2133	665809572912464800625/242	7/22	1/22
2134	372609027042755530625/242	7/22	5/22
2135	60826515675856726583125/1058	9/46	3/46
2136	280417102825991275625/242	1/2	7/22
2137	179191627261307653988125/1058	13/46	11/46
2138	166039948196257550943125/1058	1/2	5/46
2139	1262248325907189755785625/2738	11/74	9/74
2140	8796826192021003508125/162	7/18	7/18
2141	35367015116231991765625/722	15/38	11/38
2142	173086476953280613328125/722	17/38	17/38
2143	454682228413563664515625/1444	15/38	3/19
2144	35942874885730645625/98	1/2	5/14
2145	406397389997963983328125/1444	5/19	5/38
2146	7486448455260786578125/722	9/38	9/38
2147	930609126566824944630625/1922	23/62	17/62
2148	1443999199597341310625/144	5/12	1/3
2149	4189663814411999828125/722	9/38	5/38
2150	4023736534633306765625/722	9/38	9/38
2151	4023736534633306765625/722	3/38	1/38
2152	1156513140057490645625/256	5/16	0
2153	158442300187876218450625/1922	19/62	13/62
2154	7486448455260786578125/722	3/38	1/38
2155	158442300187876218450625/1922	27/62	7/62
2156	1312447496020298373125/256	1/8	1/16
2157	173086476953280613328125/722	15/38	7/38
2158	112181774585576592625625/1922	17/62	17/62
2159	494743387082785407880625/1922	23/62	19/62
2160	38944500798125/2	1/2	1/2
2161	494743387082785407880625/1922	29/62	7/62
2162	35367015116231991765625/722	1/2	17/38
2163	344845006291260004863125/1922	23/62	17/62
2164	1312447496020298373125/256	3/8	1/16
2165	158442300187876218450625/1922	5/62	3/62
2166	458218706989756444818125/1922	1/2	17/62
2167	158442300187876218450625/1922	23/62	1/62
2168	1156513140057490645625/256	1/2	5/16
2169	344845006291260004863125/1922	7/62	5/62
2170	842669079371025192398125/1922	21/62	9/62
2171	6245515089488710495786625/8978	23/134	11/134
2172	1443999199597341310625/144	1/3	1/12
2173	923633159751310085806625/1682	23/58	21/58
2174	4788293522979270763603625/6962	57/118	11/118
2175	359911389124007916203125/722	17/38	7/38
2176	35942874885730645625/98	3/14	3/14
2177	808266624530767432980625/1922	11/62	3/62
2178	466044356202449962925/98	1/14	1/14
2179	808266624530767432980625/1922	25/62	1/62
2180	43127702138970121656425/256	3/16	0
2181	3080367170833798389324625/6962	17/118	3/118
2182	3080367170833798389324625/6962	55/118	39/118
2183	849398892433421024280625/1682	23/58	11/58
2184	9876339411376953125/2	1/2	1/2
2185	3734604446055136100331625/6962	29/118	3/118
2186	9349226274924314537525/98	1/2	1/14
2187	6638094834380502025/18	1/6	1/6
2188	9349226274924314537525/98	5/14	5/14
2189	175210606357279497655625/1682	9/58	5/58
2190	602447582408045074025/64	1/2	3/8
2191	4741688791058768307162625/6962	19/118	15/118
2192	89462324842637474950625/1682	1/2	11/58
2193	79899667232490956085625/1682	27/58	11/58
2194	61099745530728378183125/1682	23/58	11/58
2195	61099745530728378183125/1682	25/58	5/58
2196	466044356202449962925/98	1/2	3/14
2197	305955927471036628345625/1682	15/58	1/58
2198	117871786313278737195625/1682	21/58	3/58
2199	2229108558366907274890625/3698	5/86	1/86
2200	675564991689453125/2	1/2	1/2
2201	629230114987603631880625/1682	19/58	5/58
2202	342575243909611794323125/1682	27/58	1/58
2203	2229108558366907274890625/3698	31/86	21/86
2204	2229108558366907274890625/3698	23/86	23/86
2205	7252291790761029390625/18	1/6	1/6
2206	762156551784674810596625/3698	27/86	15/86
2207	842155428356396256897925/3698	27/86	7/86
2208	84950054682336618125/98	1/2	3/14
2209	229121562159519343088125/1682	21/58	1/58
2210	1442503852531252994488525/3698	1/2	7/86
2211	2744574154369811558640625/3698	27/86	13/86
2212	887371827194323572704525/3698	1/2	13/86
2213	1442503852531252994488525/3698	29/86	5/86
2214	723552336947474720725/98	1/2	1/14
2215	1867895824960708862678125/1682	25/58	1/58
2216	49857956664270751953125/242	9/22	9/22
2217	2961966166597123365265625/3698	41/86	19/86
2218	945560143731656265996625/3698	39/86	3/86
2219	1731980031902777207582525/3698	29/86	21/86
2220	49857956664270751953125/242	7/22	5/22
2221	616073434166759677864925/3698	31/86	29/86
2222	908860808820269227741325/3698	1/2	3/86
2223	945560143731656265996625/3698	31/86	15/86
2224	9699358693638739328125/144	1/2	5/12
2225	367383240558159440928625/3698	41/86	3/86
2226	571080878887435962631625/3698	31/86	31/86
2227	354378524078224593462125/3698	39/86	21/86
2228	480691661373433359448625/3698	33/86	3/86
2229	354378524078224593462125/3698	35/86	7/86
2230	609030438900180410342125/3698	3/86	3/86
2231	463418069948447545296625/3698	13/86	11/86
2232	573567887453732640625/98	1/2	5/14
2233	463418069948447545296625/3698	31/86	19/86
2234	354378524078224593462125/3698	11/86	11/86
2235	396482903176627515457625/3698	31/86	5/86
2236	354378524078224593462125/3698	19/86	15/86
2237	354378524078224593462125/3698	33/86	23/86
2238	4804899795613895453125/242	9/22	3/22
2239	480691661373433359448625/3698	17/86	11/86
2240	333753581890625/2	1/2	1/2
2241	5858028517940228703125/242	9/22	1/22
2242	354378524078224593462125/3698	41/86	25/86
2243	869702405245716626104625/3698	21/86	3/86
2244	4804899795613895453125/242	1/22	1/22
2245	5236357717174343946408625/3698	37/86	29/86
2246	616073434166759677864925/3698	39/86	25/86
2247	1514569787747166231375125/3698	33/86	25/86
2248	10006362166243409695625/98	1/2	3/14
2249	665066545187900949374125/3698	27/86	11/86
2250	1716518767044030625/4	1/2	0
2251	1731980031902777207582525/3698	41/86	17/86
2252	10006362166243409695625/98	1/14	1/14
2253	193448871857370517578125/722	11/38	3/38
2254	201426144923653837890625/722	9/38	9/38
2255	887371827194323572704525/3698	25/86	19/86
2256	230606940638537328125/98	1/2	3/14
2257	710967309221386138650625/2738	29/74	17/74
2258	842155428356396256897925/3698	39/86	17/86
2259	4279438844820233826343625/2738	29/74	19/74
2260	5137540669762783660625/64	1/2	1/8
2261	1265599411679138905669625/3698	19/86	17/86
2262	10365340789188836140625/144	5/12	1/3
2263	578351645325169035068125/2738	33/74	5/74
2264	271461064889591078125/98	1/14	1/14
2265	665066545187900949374125/3698	29/86	3/86
2266	9421034006086300203125/256	7/16	1/8
2267	416265833896459241800625/2738	17/74	7/74
2268	878625932640625/2	1/2	1/2
2269	1127363618533709611380625/2738	29/74	27/74
2270	9421034006086300203125/256	7/16	3/8
2271	171312130552987894510625/1458	17/54	1/6
2272	271461064889591078125/98	1/2	3/14
2273	141301246368522861895625/1458	13/54	1/6
2274	10365340789188836140625/144	1/3	1/12
2275	152493424298702890560625/1458	5/54	1/54
2276	141301246368522861895625/1458	7/18	5/54
2277	136299432337778689793125/1458	19/54	11/54
2278	136299432337778689793125/1458	7/54	1/54
2279	141301246368522861895625/1458	5/54	1/18
2280	230606940638537328125/98	1/14	1/14
2281	1618647853222160980948625/2738	33/74	19/74
2282	416265833896459241800625/2738	13/74	13/74
2283	277193227563347672500625/1458	25/54	1/6
2284	226332084891173787638125/1458	23/54	23/54
2285	416265833896459241800625/2738	25/74	3/74
2286	52558007607607735979525/1058	1/2	15/46
2287	1030481616359903425763825/1458	5/18	7/54
2288	4877009971826675028125/256	5/16	1/8
2289	578351645325169035068125/2738	21/74	9/74
2290	1128072021079785147608125/2738	1/2	11/74
2291	3481201547340811972725125/2738	11/74	1/74
2292	57879732304651984449125/484	9/22	3/11
2293	633107009071458324230425/1458	17/54	11/54
2294	1560757179850113697375625/2738	25/74	17/74
2295	33953403144737740942525/1058	13/46	5/46
2296	43895367452521303642625/484	3/22	0
2297	11434074596243376507113125/6962	43/118	11/118
2298	31461410253380842524725/1058	21/46	21/46
2299	439249598350735651956425/1458	7/54	1/18
2300	43895367452521303642625/484	9/22	2/11
2301	31461410253380842524725/1058	11/46	5/46
2302	106548969254963013193025/1058	1/2	21/46
2303	106548969254963013193025/1058	15/46	3/46
2304	10215624428425/2	1/2	1/2
2305	106548969254963013193025/1058	7/46	1/46
2306	106548969254963013193025/1058	5/46	5/46
2307	31461410253380842524725/1058	17/46	15/46
2308	43895367452521303642625/484	7/22	1/11
2309	1868127522342640838562725/1444	8/19	11/38
2310	31461410253380842524725/1058	1/2	13/46
2311	496219007110061929802225/1458	7/18	17/54
2312	43895367452521303642625/484	1/2	4/11
2313	33953403144737740942525/1058	3/46	1/46
2314	560421901344042038703025/1458	19/54	19/54
2315	8388399411779712288257125/3362	31/82	9/82
2316	57879732304651984449125/484	5/22	1/11
2317	673089148258202815672325/1458	7/18	19/54
2318	3378275214504921279749525/2116	7/23	11/46
2319	4385836650603312619443625/4418	37/94	3/94
2320	4877009971826675028125/256	3/8	5/16
2321	6143478083261529384895625/3698	31/86	9/86
2322	5864319519492086661125/162	1/2	7/18
2323	4102052778713695636650625/3698	23/86	9/86
2324	262545218473761593660225/882	1/14	1/42
2325	2747246356386236527298125/3698	37/86	9/86
2326	1022547891004362411093925/1922	19/62	13/62
2327	564557518249610070529825/722	11/38	9/38
2328	81747663151931153294125/484	4/11	1/22
2329	2747246356386236527298125/3698	7/86	5/86
2330	82186753132754382779225/722	7/38	7/38
2331	175620659566884386077925/1058	19/46	11/46
2332	49637543971267498510225/722	17/38	13/38
2333	49637543971267498510225/722	15/38	9/38
2334	49637543971267498510225/722	1/38	1/38
2335	82186753132754382779225/722	15/38	5/38
2336	1297074002817961590625/144	1/12	0
2337	222296138397400903941625/1682	9/58	7/58
2338	140059416678131205373625/1682	7/58	7/58
2339	140059416678131205373625/1682	21/58	11/58
2340	1694756467041015625/2	1/2	1/2
2341	106219557614958565149125/1682	11/58	9/58
2342	145199211785585561534125/1682	1/2	19/58
2343	140059416678131205373625/1682	25/58	13/58
2344	222296138397400903941625/1682	23/58	23/58
2345	400764073465147706465125/1682	19/58	3/58
2346	60020783995289228515625/242	9/22	3/22
2347	95442886025295986328125/242	7/22	3/22
2348	49230530692765322265625/242	7/22	3/22
2349	4501101613166490956170625/3698	33/86	9/86
2350	239903753319967312174625/1682	17/58	9/58
2351	4857624513219282319035625/3698	39/86	31/86
2352	23387171726140625/2	1/2	1/2
2353	4061969748467321106788125/3698	39/86	21/86
2354	3253271462981721186143125/3698	3/86	3/86
2355	2935879125129845948470625/3698	15/86	1/86
2356	2935879125129845948470625/3698	1/2	21/86
2357	2935879125129845948470625/3698	33/86	13/86
2358	72136701185025387015625/98	1/2	5/14
2359	779013311342365766499625/1682	13/58	9/58
2360	433244088666461832222125/784	3/14	5/28
2361	3777808794418809345398125/5618	41/106	5/106
2362	307717642930307235640625/484	5/11	7/22
2363	3777808794418809345398125/5618	3/106	1/106
2364	4580175264029883896633125/5618	23/106	11/106
2365	3777808794418809345398125/5618	51/106	35/106
2366	3777808794418809345398125/5618	1/2	13/106
2367	72136701185025387015625/98	3/14	3/14
2368	495053766941892705625/98	1/14	1/14
2369	5164160645581675160223125/5618	41/106	21/106
2370	779013311342365766499625/1682	3/58	3/58
2371	5441431015814248323188125/5618	51/106	31/106
2372	154656017431294310140625/484	3/22	0
2373	8376135383893842924458125/5618	23/106	3/106
2374	280917700346810439453125/256	1/8	1/16
2375	10577163659953538875410625/5618	35/106	15/106
2376	14841654267578125/2	1/2	1/2
2377	6318194913959207000515625/2116	7/23	11/46
2378	280917700346810439453125/256	3/8	1/16
2379	1990149146966506588765625/1458	11/54	1/18
2380	117289462884135953328125/484	4/11	1/22
2381	1521878759444975626703125/1458	7/54	5/54
2382	1115863972576596179828125/1458	23/54	23/54
2383	5408211420742136085828125/2116	19/46	5/23
2384	322281831877846140625/242	1/2	1/22
2385	127562992479826693765625/484	4/11	5/22
2386	181852469976320881765625/484	3/11	1/22
2387	629080891366711371453125/1458	13/54	1/18
2388	309518194971792828125/242	3/22	1/22
2389	856127466307561703125/242	5/22	1/22
2390	462157304820896140625/242	7/22	5/22
2391	556858010079533027328125/1458	5/18	1/54
2392	309518194971792828125/242	7/22	7/22
2393	822644242556468716515625/1458	7/54	1/54
2394	6846588364504258898125/162	5/18	5/18
2395	1306391501470465803453125/1458	7/18	1/54
2396	29355591529049876813125/256	1/8	1/16
2397	176382357677548512368125/1058	17/46	5/46
2398	200164248600364042125625/1058	15/46	11/46
2399	200164248600364042125625/1058	19/46	13/46
2400	226952435685625/2	1/2	1/2
2401	689682074980217083058125/1058	7/46	1/46
2402	200164248600364042125625/1058	9/46	9/46
2403	6846588364504258898125/162	7/18	1/18
2404	29355591529049876813125/256	3/8	1/16
2405	15401835854168991946623125/8978	7/134	3/134
2406	234371078009893228763125/1058	15/46	15/46
2407	18673022230275680501658125/8978	29/134	23/134
2408	6595563911674342743125/144	5/12	1/6
2409	15401835854168991946623125/8978	57/134	5/134
2410	2080975320071681256413125/1922	1/2	5/62
2411	18673022230275680501658125/8978	17/134	3/134
2412	341298272145035245625/98	1/2	1/14
2413	1470329433107830384799125/1444	8/19	15/38
2414	2080975320071681256413125/1922	11/62	11/62
2415	378733776303713025203125/722	11/38	3/38
2416	13138567183627542450625/256	1/16	0
2417	33860725582051080578125/722	17/38	13/38
2418	20450537232723919953125/722	11/38	11/38
2419	20450537232723919953125/722	15/38	13/38
2420	20450537232723919953125/722	9/38	3/38
2421	25291431525620760183125/144	5/12	1/6
2422	33860725582051080578125/722	1/38	1/38
2423	5984811330863412050453125/3362	15/82	1/82
2424	314894835271925650625/98	3/14	3/14
2425	162378485460656370953125/722	17/38	13/38
2426	1777560696268363122325625/1922	1/2	11/62
2427	18024046522863643608125/196	2/7	1/14
2428	1091785671544627060625/98	1/14	1/14
2429	19291180318216166498125/256	3/16	1/8
2430	59078807710755625/4	1/2	0
2431	19291180318216166498125/256	3/8	3/16
2432	495053766941892705625/98	1/2	3/14
2433	18024046522863643608125/196	3/7	3/14
2434	1240938599281687462755625/1922	1/2	23/62
2435	5748504907788478787745625/1922	13/62	1/62
2436	314894835271925650625/98	1/2	5/14
2437	8231877521370052125207125/3362	27/82	5/82
2438	683656360617016675734625/1444	1/2	1/19
2439	25291431525620760183125/144	1/6	1/12
2440	32187582016938468619525/722	1/2	5/38
2441	7066301943122965098629125/3362	19/82	5/82
2442	656471692144907853462625/1444	1/2	7/19
2443	2069338201256780331003425/1444	5/19	1/38
2444	826508516505994075632125/1444	1/2	6/19
2445	518477642615589827906125/1444	5/19	3/38
2446	21333383518111137433025/722	1/2	5/38
2447	8235236710918742158161125/6962	27/118	19/118
2448	341298272145035245625/98	5/14	5/14
2449	746920889211027220066325/1444	8/19	13/38
2450	367383240558159440928625/1444	6/19	11/38
2451	150931407903260694822125/722	17/38	1/38
2452	10173277217788842413425/722	17/38	17/38
2453	354378524078224593462125/1444	8/19	9/38
2454	7700215352691002268725/722	13/38	3/38
2455	354378524078224593462125/1444	15/38	3/19
2456	3653386846167263850125/722	11/38	11/38
2457	3251179119983711866625/722	17/38	13/38
2458	3251179119983711866625/722	1/38	1/38
2459	3653386846167263850125/722	9/38	3/38
2460	6066633203268575751125/722	9/38	9/38
2461	7571996170442064937369625/6962	37/118	21/118
2462	7700215352691002268725/722	1/2	11/38
2463	354378524078224593462125/1444	5/19	3/38
2464	859822489931640625/2	1/2	1/2
2465	367383240558159440928625/1444	4/19	7/38
2466	150931407903260694822125/722	1/2	9/38
2467	21333383518111137433025/722	9/38	1/38
2468	352584770080992200708125/1682	9/58	3/58
2469	352584770080992200708125/1682	23/58	5/58
2470	380512276622060889873125/1682	1/2	19/58
2471	526462190942851368180625/1682	7/58	5/58
2472	22848179980935596895725/722	17/38	17/38
2473	912513042357854493570625/1682	23/58	19/58
2474	826508516505994075632125/1444	7/38	0
2475	683656360617016675734625/1444	7/19	13/38
2476	975249632402331223023125/1682	1/2	19/58
2477	8231877521370052125207125/3362	23/82	15/82
2478	683656360617016675734625/1444	17/38	0
2479	14729988418605449282515625/5618	35/106	11/106
2480	1733458413812226765625/36	1/6	0
2481	14208572899362778511453125/5618	41/106	17/106
2482	1055254496147024002679525/1444	1/38	0
2483	793775505951301240953625/1444	9/19	3/38
2484	1215963921401913198125/98	1/2	5/14
2485	1106536583679088846292125/1444	8/19	1/38
2486	3353877437578153192871125/3362	37/82	25/82
2487	2393268662610475679134625/3698	37/86	5/86
2488	127264667194249199169425/722	1/2	9/38
2489	4529607556156240772378125/3698	41/86	21/86
2490	3447185137888483317652625/3698	1/2	11/86
2491	16361963614506118825653125/3698	15/86	1/86
2492	2718635980130379862871825/3698	35/86	31/86
2493	3447185137888483317652625/3698	35/86	33/86
2494	2798547343612454489940625/3698	39/86	39/86
2495	1058262585612642251479625/1444	5/19	3/38
2496	30857394775390625/2	1/2	1/2
2497	24338171232807974458275125/3362	17/82	5/82
2498	2063162640181444550978125/3698	1/2	19/86
2499	3720229505245986946773625/3698	29/86	1/86
2500	1054486693268100625/2	1/2	1/2
2501	3777219901597076446644925/3698	17/86	11/86
2502	3214904488687631304388525/3698	37/86	7/86
2503	2063162640181444550978125/3698	37/86	29/86
2504	152058577114502420719825/722	9/38	9/38
2505	2130822795237324757386025/3698	11/86	7/86
2506	1249103017897742099157325/3698	11/86	11/86
2507	1735479414247305394404425/3698	41/86	29/86
2508	1204886981865963617771225/3698	1/2	25/86
2509	1602831306151969950246125/3698	15/86	7/86
2510	1491196759735103487340625/3698	35/86	23/86
2511	29323023768320473140625/98	5/14	5/14
2512	1343881826479752015625/98	1/2	3/14
2513	1204886981865963617771225/3698	27/86	5/86
2514	1204886981865963617771225/3698	17/86	11/86
2515	1348041870800533552555925/3698	37/86	33/86
2516	54901887828571887390625/256	1/16	0
2517	1491196759735103487340625/3698	5/86	3/86
2518	75960146173777542828125/256	3/8	5/16
2519	3715296085386579509928125/3698	41/86	19/86
2520	4013183313953125/2	1/2	1/2
2521	2443102979970130373280125/3698	35/86	23/86
2522	75960146173777542828125/256	5/16	1/8
2523	2130822795237324757386025/3698	13/86	1/86
2524	54901887828571887390625/256	1/2	1/16
2525	2393268662610475679134625/3698	25/86	9/86
2526	2063162640181444550978125/3698	39/86	1/86
2527	5591157015739837831189225/3698	23/86	1/86
2528	1343881826479752015625/98	1/14	1/14
2529	3207094401074126678253125/3698	31/86	21/86
2530	2718635980130379862871825/3698	25/86	23/86
2531	7452352778826664340677825/3698	37/86	35/86
2532	60404917012859079578125/144	1/2	1/12
2533	230091936801318782620625/484	5/22	2/11
2534	440744336912153447265625/722	7/38	3/38
2535	440744336912153447265625/722	17/38	15/38
2536	84739042034166895838125/484	5/22	0
2537	2393268662610475679134625/3698	19/86	1/86
2538	4148809271487813765625/98	1/2	5/14
2539	1034877556422583426158125/1458	7/18	19/54
2540	2393268662610475679134625/3698	3/86	3/86
2541	7642957755460879237130225/3698	39/86	23/86
2542	80421129064273041273125/484	2/11	1/22
2543	6499230586975728122984125/1444	8/19	7/38
2544	576051615900311955625/162	1/18	1/18
2545	2810669191032523476150625/1458	23/54	1/54
2546	888346220999916746348125/1458	5/54	5/54
2547	5495806087293042015625/98	5/14	5/14
2548	60990520699750695730625/484	1/2	3/11
2549	580249265739830013510625/1458	19/54	5/54
2550	70064546299404030798125/1058	11/46	11/46
2551	66332756089509880758125/484	5/22	2/11
2552	513509407534387961523125/1922	1/2	13/62
2553	9183652170854345640625/64	1/8	0
2554	60990520699750695730625/484	2/11	3/22
2555	1058765134729121905418125/1458	17/54	11/54
2556	755224395731174500625/242	1/2	3/22
2557	80578717128867707498125/484	2/11	3/22
2558	309183915321223291870625/1458	11/54	1/18
2559	1127663823762986583125/242	9/22	1/22
2560	19645431593125/2	1/2	1/2
2561	276350225198615508663125/1458	7/18	5/54
2562	755224395731174500625/242	9/22	7/22
2563	80578717128867707498125/484	4/11	7/22
2564	472152945182625172675625/1922	17/62	1/62
2565	4148809271487813765625/98	3/14	3/14
2566	60990520699750695730625/484	4/11	7/22
2567	518629874687812666943125/1458	17/54	11/54
2568	507609839753740238125/162	7/18	7/18
2569	66332756089509880758125/484	7/22	3/11
2570	1813528399090476135023125/1458	5/54	5/54
2571	1852349292512028743668625/1058	15/46	1/46
2572	60990520699750695730625/484	5/22	0
2573	75689236188390613401705625/10082	67/142	17/142
2574	131490997849566468758125/1058	15/46	5/46
2575	6685609987027810138405625/2178	5/22	1/66
2576	5227439393059857718225/256	7/16	0
2577	1034877556422583426158125/1458	19/54	5/18
2578	80421129064273041273125/484	5/11	7/22
2579	13394573217593518841093125/2116	17/46	1/23
2580	13374746684795046565625/144	1/3	1/12
2581	4877633161103214790793125/1936	9/22	1/44
2582	1147122253360223821582525/1922	3/62	3/62
2583	8636543120118536280945625/1936	17/44	1/11
2584	4672313085832262208325/256	1/8	1/16
2585	1767534233535916825208125/1458	17/54	13/54
2586	477857528770375703535625/1058	1/46	1/46
2587	230091936801318782620625/484	7/22	3/11
2588	9798409388096748128125/256	5/16	1/8
2589	8049756825974575551085025/1458	17/54	5/18
2590	453214369325729434207525/1922	21/62	7/62
2591	14779752587410379041890625/3698	29/86	27/86
2592	82562341692025/2	1/2	1/2
2593	35034099797243448404897225/4418	29/94	17/94
2594	453214369325729434207525/1922	25/62	19/62
2595	14563171036030444532453125/3698	39/86	3/86
2596	9798409388096748128125/256	3/8	5/16
2597	3532531159213071547390625/3698	31/86	29/86
2598	1283650378807619149436525/1922	17/62	13/62
2599	5211357848740075847140625/3698	39/86	37/86
2600	16889124792236328125/2	1/2	1/2
2601	7265016912343864125765625/3698	21/86	13/86
2602	1248525325480464601390925/1922	25/62	25/62
2603	3407485808444467244828125/3698	33/86	29/86
2604	13374746684795046565625/144	5/12	1/3
2605	3407485808444467244828125/3698	35/86	19/86
2606	1248525325480464601390925/1922	1/2	17/62
2607	3812335607467572264015625/3698	29/86	15/86
2608	5227439393059857718225/256	1/2	7/16
2609	3812335607467572264015625/3698	35/86	23/86
2610	3407485808444467244828125/3698	23/86	5/86
2611	3407485808444467244828125/3698	31/86	25/86
2612	5211357848740075847140625/3698	33/86	9/86
2613	4908030017667718875578125/3698	7/86	1/86
2614	354186464514389586730625/484	5/22	1/11
2615	3532531159213071547390625/3698	39/86	25/86
2616	6526876382179982724025/144	1/12	0
2617	7328428382544950101890625/3698	25/86	1/86
2618	6394870626806739897828125/3698	35/86	11/86
2619	9931078164580144538890625/3698	41/86	17/86
2620	595716061614750292029125/1682	1/2	13/58
2621	9091924458958233326890625/3698	25/86	3/86
2622	9940541469392655088703125/3698	31/86	31/86
2623	3148322256144818880919025/722	9/38	1/38
2624	196966954373803938025/98	3/14	3/14
2625	589358931566393685978125/1682	25/58	1/58
2626	1393014183590810479820225/1682	1/2	15/58
2627	31727277224515021617885625/3698	25/86	17/86
2628	23419968194881114480325/144	1/6	1/12
2629	486410362235897027436625/1682	19/58	11/58
2630	306466644414524716708625/1682	11/58	11/58
2631	306466644414524716708625/1682	25/58	9/58
2632	207739134804476485822625/1682	1/2	21/58
2633	207739134804476485822625/1682	19/58	15/58
2634	207739134804476485822625/1682	11/58	1/58
2635	506468521503356698671125/1682	23/58	13/58
2636	306466644414524716708625/1682	27/58	21/58
2637	14529519487207208331947125/4802	27/98	25/98
2638	486410362235897027436625/1682	3/58	3/58
2639	589358931566393685978125/1682	27/58	19/58
2640	86491019697265625/2	1/2	1/2
2641	26915339377941221991967625/4802	39/98	5/14
2642	589358931566393685978125/1682	9/58	9/58
2643	36508925690870766464352125/4802	47/98	13/98
2644	146286782534181335515625/98	3/14	3/14
2645	595716061614750292029125/1682	27/58	7/58
2646	25094435262148890625/4	1/2	0
2647	35196982263461597989496125/4802	3/14	15/98
2648	146286782534181335515625/98	1/2	5/14
2649	30978032114234236632264625/4802	11/98	9/98
2650	2128698209477445262047625/1058	1/2	17/46
2651	42571492208862521255235625/5618	47/106	37/106
2652	60425365427314354390625/98	1/2	5/14
2653	8744381760919542488713625/2116	21/46	3/23
2654	17086786565582321167718125/5618	45/106	31/106
2655	17086786565582321167718125/5618	43/106	17/106
2656	15100082903349815515625/256	3/16	0
2657	16481944563260823073285625/5618	25/106	7/106
2658	16481944563260823073285625/5618	13/106	9/106
2659	16481944563260823073285625/5618	15/106	5/106
2660	217153113976069041655625/162	1/2	1/18
2661	20926513883690707946980625/5618	45/106	21/106
2662	17086786565582321167718125/5618	19/106	9/106
2663	5392931576617711175505625/1058	17/46	11/46
2664	3877318919187232650625/98	1/2	1/14
2665	1377689226184095137145625/1058	13/46	1/46
2666	18872455153206782700625/242	9/22	1/22
2667	30010297538705867573125/242	9/22	3/22
2668	15479654226787585810625/242	9/22	3/22
2669	3611779863239384548733125/1058	19/46	5/46
2670	1145607810797596715440625/1682	1/2	21/58
2671	15835267690822065557703125/1458	7/18	7/54
2672	6485370014089807953125/144	5/12	1/6
2673	923106370480556640625/18	1/6	1/6
2674	3934439074500537690953125/1024	5/16	1/32
2675	12049045428442877743739825/2738	23/74	13/74
2676	229389126525611023765625/484	5/22	1/11
2677	23012198678946881530140625/2116	9/46	1/23
2678	3610965859175528599890625/1458	19/54	7/54
2679	562960006863119848328125/484	4/11	1/22
2680	1201626224172516780625/36	1/2	1/3
2681	4761362062098705852953125/1458	17/54	7/54
2682	6933845749213462015625/162	1/2	1/18
2683	2830216484218657551265625/1458	17/54	5/18
2684	237807076122881153078125/484	3/11	3/22
2685	194686944637257688890625/1058	15/46	11/46
2686	384931247308392388703125/1058	13/46	1/46
2687	384931247308392388703125/1058	11/46	7/46
2688	104668283078125/2	1/2	1/2
2689	1326311682654263621265625/1058	21/46	3/46
2690	384931247308392388703125/1058	19/46	19/46
2691	6933845749213462015625/162	1/6	1/18
2692	384931247308392388703125/1058	1/2	3/46
2693	11560195064001490337640625/1444	15/38	1/19
2694	194686944637257688890625/1058	1/2	1/46
2695	3213428333394736460453125/1458	5/54	1/54
2696	1835076798653635688125/98	3/14	3/14
2697	562960006863119848328125/484	5/11	3/22
2698	63686189881143389373125/256	3/8	1/16
2699	6177560418470908769193125/1922	11/62	9/62
2700	5939511304650625/2	1/2	1/2
2701	4464874701910304950725925/2738	11/74	7/74
2702	63686189881143389373125/256	1/8	1/16
2703	6478312390436455092018625/2178	17/66	13/66
2704	1835076798653635688125/98	1/2	5/14
2705	31227575447443552478933125/8978	59/134	29/134
2706	70069703734916532310625/144	1/3	1/12
2707	1544355738046009112882125/1458	19/54	5/54
2708	1612391183927584669578125/1024	3/32	1/16
2709	30122174546649090444280625/8978	55/134	49/134
2710	2614149436869764038507925/2738	7/74	7/74
2711	2017068478270399200531625/1458	7/54	1/54
2712	1558902918716512338125/98	3/14	3/14
2713	31227575447443552478933125/8978	57/134	1/134
2714	1180977917329301086321625/1458	1/2	7/54
2715	2614149436869764038507925/2738	15/74	13/74
2716	3008688704029822940140625/1024	1/2	9/32
2717	196957260388852415174125/484	9/22	3/11
2718	901618089841889713301125/1458	23/54	1/54
2719	3734604446055136100331625/2116	3/23	5/46
2720	353220887738119370125/242	1/2	9/22
2721	348578258225193107515625/722	13/38	3/38
2722	139809039757890056367125/484	3/11	1/22
2723	508581393148232566703125/722	13/38	1/38
2724	228406702290259027497625/484	2/11	3/22
2725	888777195515865765994625/1458	13/54	1/18
2726	172465165832725689971125/484	3/11	3/22
2727	651664559984732169019625/1458	7/54	1/18
2728	250090701537208605125/242	9/22	1/22
2729	367383240558159440928625/1458	23/54	11/54
2730	417790203558090111125/242	7/22	1/22
2731	1020503939838613550125/242	7/22	1/22
2732	269899866015403346125/242	7/22	3/22
2733	480424237652977730445125/1458	25/54	5/18
2734	498331722341265776309125/1458	17/54	17/54
2735	172465165832725689971125/484	4/11	5/22
2736	250090701537208605125/242	1/2	7/22
2737	2909711399216554894593125/1682	13/58	5/58
2738	2200026753801286567061125/2738	3/74	3/74
2739	689472656937915663112625/1458	25/54	5/18
2740	139809039757890056367125/484	5/11	5/22
2741	901618089841889713301125/1458	19/54	13/54
2742	1055564333188136369190125/1458	1/2	13/54
2743	1610454760640207619450625/1682	19/58	5/58
