n	radius_squared	x	y
2744	52792431614567328125/2	1/2	1/2
2745	1738015533760224064555625/1682	27/58	21/58
2746	166423026330941260452325/722	17/38	17/38
2747	4237286145250855548288125/1682	23/58	21/58
2748	139809039757890056367125/484	9/22	0
2749	13077045054777202816240625/3362	25/82	3/82
2750	2614149436869764038507925/2738	31/74	5/74
2751	2909711399216554894593125/1682	23/58	19/58
2752	623097521066120686625/242	1/2	1/22
2753	2706057647797328125158325/1444	17/38	3/19
2754	392421660548477806537525/722	11/38	5/38
2755	1249103017897742099157325/1444	9/19	11/38
2756	36857283034939904481425/722	1/2	9/38
2757	1204886981865963617771225/1444	15/38	5/19
2758	238788890913918414857125/484	5/22	2/11
2759	27897501523683795104725/722	17/38	13/38
2760	39415096118661776315725/722	1/2	13/38
2761	5410269443100524493609625/3362	25/82	7/82
2762	12421515276968697090425/722	1/38	1/38
2763	184822082836211956299125/722	9/38	5/38
2764	11054009007944620346525/722	15/38	5/38
2765	11054009007944620346525/722	13/38	9/38
2766	11054009007944620346525/722	7/38	7/38
2767	12421515276968697090425/722	17/38	13/38
2768	20626552891113157553825/722	13/38	13/38
2769	219612121958322442190725/722	17/38	15/38
2770	1348041870800533552555925/1444	1/2	7/19
2771	989776874470404484901125/1058	3/46	1/46
2772	11456553717197265625/2	1/2	1/2
2773	3325332725939504746870625/3698	11/86	1/86
2774	1514399234088412987473925/1444	1/2	7/19
2775	1249103017897742099157325/1444	4/19	1/38
2776	65261060786636711604725/722	1/2	15/38
2777	4727800718658281329983125/3698	9/86	1/86
2778	1836916202790797204643125/3698	21/86	21/86
2779	10764762912560837394501625/3362	33/82	15/82
2780	166423026330941260452325/722	15/38	7/38
2781	12439371146764776752370625/3698	25/86	23/86
2782	2855404394437179813158125/3698	1/2	35/86
2783	2552175609187213815300625/3698	31/86	21/86
2784	26107762526680108015625/98	1/2	5/14
2785	3810782758923374052983125/3698	41/86	37/86
2786	1771892620391122967310625/3698	29/86	5/86
2787	1771892620391122967310625/3698	37/86	23/86
2788	174118888820233341860525/722	1/38	1/38
2789	1982414515883137577288125/3698	37/86	11/86
2790	2317090349742237726483125/3698	35/86	15/86
2791	2317090349742237726483125/3698	7/86	5/86
2792	1982414515883137577288125/3698	17/86	13/86
2793	2592388213077949139530625/3698	29/86	7/86
2794	2317090349742237726483125/3698	1/2	17/86
2795	1771892620391122967310625/3698	33/86	11/86
2796	3208650298903635047775625/3698	1/2	13/86
2797	2402121188264888652225625/3698	41/86	9/86
2798	1771892620391122967310625/3698	13/86	3/86
2799	2855404394437179813158125/3698	41/86	19/86
2800	39993447508015625/2	1/2	1/2
2801	3325332725939504746870625/3698	27/86	9/86
2802	2552175609187213815300625/3698	23/86	23/86
2803	1836916202790797204643125/3698	39/86	7/86
2804	2709906081344839440513125/3698	27/86	19/86
2805	87883296621566121379736825/5618	51/106	39/106
2806	2709906081344839440513125/3698	1/2	31/86
2807	1836916202790797204643125/3698	13/86	5/86
2808	371041356689453125/2	1/2	1/2
2809	5164160645581675160223125/3698	41/86	13/86
2810	8472593367100484363633125/3698	39/86	39/86
2811	3325332725939504746870625/3698	25/86	23/86
2812	5164160645581675160223125/3698	1/2	1/86
2813	4486893675669324319538125/3698	35/86	23/86
2814	121653414260820634765625/242	9/22	1/22
2815	5169081564084180646125625/3698	37/86	33/86
2816	5032128994140625/2	1/2	1/2
2817	161649057305473994140625/242	7/22	5/22
2818	6829224548169610926633125/3698	1/2	29/86
2819	19624803033405900568903925/3698	37/86	19/86
2820	15226085717254493453125/36	1/2	1/3
2821	29819041966662080811070925/5618	17/106	7/106
2822	4486893675669324319538125/3698	25/86	21/86
2823	19624803033405900568903925/3698	31/86	9/86
2824	11860951665524577631821325/3698	1/2	27/86
2825	11860951665524577631821325/3698	11/86	7/86
2826	13229222016630953328125/98	5/14	5/14
2827	11860951665524577631821325/3698	17/86	15/86
2828	11860951665524577631821325/3698	29/86	19/86
2829	11860951665524577631821325/3698	39/86	5/86
2830	29244045840487272640625/64	1/2	1/8
2831	11860951665524577631821325/3698	13/86	1/86
2832	13335757313928387398125/144	1/2	5/12
2833	18500865453768444298839625/5618	45/106	39/106
2834	124670120602055387328125/98	1/2	5/14
2835	249607962577942515625/18	1/6	1/6
2836	124670120602055387328125/98	3/14	3/14
2837	12844549901023951774353625/5618	43/106	27/106
2838	25102465641960110828125/98	1/2	5/14
2839	8093239266110804904743125/2738	27/74	3/74
2840	29244045840487272640625/64	1/8	0
2841	16144067306791572413637125/5618	41/106	15/106
2842	2747246356386236527298125/1458	25/54	19/54
2843	2747246356386236527298125/1458	11/54	1/54
2844	13229222016630953328125/98	1/2	1/14
2845	2964850028179205757183125/1458	23/54	1/18
2846	2964850028179205757183125/1458	23/54	5/18
2847	4252586825638968871023125/1458	1/6	5/54
2848	11708488024350826613125/144	1/2	1/12
2849	5155791107190608277258125/1458	19/54	1/6
2850	15226085717254493453125/36	1/6	0
2851	14655727040938224947948125/2738	29/74	25/74
2852	459771196511015892953125/722	9/38	3/38
2853	12580579849300954158858125/2738	15/74	13/74
2854	5836584602583097359953125/1444	13/38	1/19
2855	3812335607467572264015625/1444	3/19	1/38
2856	9598347620852915770625/144	1/3	1/12
2857	5026885004536887321578125/1444	5/19	7/38
2858	2314383348570917909520625/1058	1/2	19/46
2859	2314383348570917909520625/1058	21/46	9/46
2860	78895649105440597015625/722	1/2	5/38
2861	21397194224101169131718125/2738	19/74	5/74
2862	29321597597460433305625/162	1/18	1/18
2863	44297315509778074182765625/6962	33/118	1/118
2864	7574094681078473835625/256	3/16	0
2865	35128719674685229328125/722	9/38	1/38
2866	31261337692151075640625/722	1/2	3/38
2867	31261337692151075640625/722	17/38	9/38
2868	31261337692151075640625/722	13/38	7/38
2869	3407485808444467244828125/1444	5/19	1/38
2870	35128719674685229328125/722	1/2	5/38
2871	1021857900123134477407225/1058	11/46	1/46
2872	11004367466631732513125/256	3/8	1/16
2873	78895649105440597015625/722	9/38	1/38
2874	249213705051620034870625/484	5/22	2/11
2875	3532531159213071547390625/1444	9/19	17/38
2876	104234397723246336203125/722	13/38	13/38
2877	412736322630986300448125/1058	17/46	5/46
2878	666491719596660932658125/1922	27/62	15/62
2879	429756377172470271600625/1058	7/46	1/46
2880	71174432493125/2	1/2	1/2
2881	429756377172470271600625/1058	15/46	3/46
2882	666491719596660932658125/1922	17/62	13/62
2883	412736322630986300448125/1058	9/46	7/46
2884	761648181644964694608125/1922	27/62	27/62
2885	4061969748467321106788125/1458	7/54	1/54
2886	249213705051620034870625/484	7/22	3/11
2887	40044773220839379061220125/8978	25/134	13/134
2888	11004367466631732513125/256	1/8	1/16
2889	29321597597460433305625/162	7/18	5/18
2890	2984788779424909596758125/1058	3/46	3/46
2891	6418633630297294891720625/1458	5/18	1/54
2892	289398661523259922245625/484	9/22	4/11
2893	48549857798716769304311125/8978	37/134	7/134
2894	2081151122048110193648125/882	13/42	5/42
2895	40044773220839379061220125/8978	49/134	1/134
2896	7574094681078473835625/256	1/2	3/16
2897	40044773220839379061220125/8978	59/134	23/134
2898	102177383363507871139825/144	1/12	0
2899	54740102843165756698365125/8978	57/134	43/134
2900	907898347156866239273125/324	1/6	1/9
2901	2314383348570917909520625/1058	17/46	7/46
2902	2314383348570917909520625/1058	13/46	13/46
2903	59075952573317499803186125/8978	19/134	3/134
2904	1372941481785595836725/98	3/14	3/14
2905	54318157735197969617694625/8978	47/134	3/134
2906	10315813200907222754890625/3698	35/86	35/86
2907	4678848058612102910640625/722	17/38	1/38
2908	5549797589794027495485625/1024	11/32	0
2909	23223959827465454302492325/1922	13/62	11/62
2910	64165605621394571244925/196	1/2	2/7
2911	3895066556711828832498125/1682	23/58	5/58
2912	21495562248291015625/2	1/2	1/2
2913	7826859389366810566033325/1922	15/62	9/62
2914	56330246529191206174525/256	5/16	1/8
2915	4814841765212947355491825/1922	29/62	25/62
2916	2363152308430225/2	1/2	1/2
2917	4814841765212947355491825/1922	15/62	1/62
2918	56330246529191206174525/256	3/8	5/16
2919	6800343524063647295900825/1922	9/62	7/62
2920	2314585623674609368525/98	1/14	1/14
2921	17597563695665262346578125/3698	29/86	11/86
2922	64165605621394571244925/196	3/14	0
2923	3977427057123476168493125/1682	19/58	5/58
2924	700297083390656026868125/1682	19/58	19/58
2925	531097788074792825745625/1682	9/58	1/58
2926	531097788074792825745625/1682	17/58	5/58
2927	700297083390656026868125/1682	27/58	15/58
2928	1372941481785595836725/98	1/2	5/14
2929	10530616292974699884828125/3698	23/86	3/86
2930	2003820367325738532325625/1682	1/2	9/58
2931	1199518766599836560873125/1682	17/58	13/58
2932	7729597883030582296765625/3698	15/86	13/86
2933	8685836796395190415953125/3698	27/86	1/86
2934	102177383363507871139825/144	5/12	0
2935	6908755629965387716578125/3698	33/86	3/86
2936	3895066556711828832498125/1682	27/58	17/58
2937	6908755629965387716578125/3698	23/86	15/86
2938	7455983798675517436703125/3698	17/86	15/86
2939	16823242451301855587078125/3698	31/86	25/86
2940	5297510438832015625/2	1/2	1/2
2941	14858556628829669472640625/3698	3/86	1/86
2942	3895066556711828832498125/1682	25/58	25/58
2943	22452064025503955407703125/3698	31/86	27/86
2944	436467522333384693125/98	3/14	3/14
2945	32016871606077221934078125/3698	21/86	17/86
2946	6314590253116353095508725/1682	1/2	11/58
2947	5922118494876047020760125/1682	27/58	21/58
2948	19712395522525683086078125/3698	9/86	9/86
2949	131378834785396261802376625/4802	29/98	27/98
2950	10315813200907222754890625/3698	37/86	7/86
2951	11942040090627586265847625/3698	33/86	21/86
2952	1542668190095559310225/98	1/2	3/14
2953	10837573955078214125653625/3698	33/86	27/86
2954	5428573871451241980003925/1682	1/2	5/58
2955	45488042005776244178890625/3698	23/86	19/86
2956	8645865087442712341863625/3698	35/86	35/86
2957	4408298855949152161015525/1682	7/58	1/58
2958	3185187034645341156803125/1682	23/58	23/58
2959	113257616194307122243428125/4802	13/98	1/14
2960	32397654201652382280625/64	1/8	0
2961	1902561383110304449365625/1682	25/58	7/58
2962	1537269597553125995087425/1682	15/58	11/58
2963	1537269597553125995087425/1682	23/58	7/58
2964	2250872093040758869757725/1682	13/58	3/58
2965	4210777141781981284489625/3698	33/86	7/86
2966	4436859135971617863522625/3698	41/86	29/86
2967	36540554331607372794119125/3698	33/86	7/86
2968	6545465458017535264008625/3698	1/2	25/86
2969	6545465458017535264008625/3698	19/86	7/86
2970	92804864135166015625/4	1/2	0
2971	4279802175406250859504125/3698	41/86	17/86
2972	3080367170833798389324625/3698	19/86	7/86
2973	7669744492559716886834125/3698	41/86	19/86
2974	4544304044101346138706625/3698	35/86	29/86
2975	11746597246073290962317125/3698	35/86	31/86
2976	2123751367058415453125/98	1/2	1/14
2977	4279802175406250859504125/3698	35/86	33/86
2978	3734604446055136100331625/3698	3/86	1/86
2979	3734604446055136100331625/3698	41/86	7/86
2980	3080367170833798389324625/3698	27/86	5/86
2981	4178319825784459201361125/3698	37/86	5/86
2982	4178319825784459201361125/3698	3/86	3/86
2983	4788293522979270763603625/3698	9/86	5/86
2984	7010427570649781890625/242	1/2	9/22
2985	3734604446055136100331625/3698	31/86	9/86
2986	9315225676068888265625/242	9/22	3/22
2987	16645239322811620015625/242	9/22	5/22
2988	7010427570649781890625/242	5/22	1/22
2989	4150998704906438773578125/1058	7/46	1/46
2990	4210777141781981284489625/3698	9/86	5/86
2991	7212519262656264972442625/3698	35/86	3/86
2992	7955653759950876078125/242	9/22	9/22
2993	18243925421363728759765625/722	13/38	7/38
2994	7212519262656264972442625/3698	31/86	31/86
2995	4210777141781981284489625/3698	21/86	3/86
2996	634665823298291018235625/256	1/2	3/16
2997	198223640673846398430625/98	1/14	1/14
2998	8645865087442712341863625/3698	27/86	1/86
2999	30355601938730455774635625/1058	21/46	1/46
3000	46392399109298125/2	1/2	1/2
3001	23171279499100432604328125/1058	19/46	15/46
3002	10837573955078214125653625/3698	19/86	9/86
3003	42884930616285393404946125/3698	7/86	3/86
3004	634665823298291018235625/256	3/16	0
3005	20206665613269185824515625/1922	15/62	7/62
3006	460784775819307177623125/162	1/2	7/18
3007	20206665613269185824515625/1922	5/62	1/62
3008	898571872143266140625/98	1/14	1/14
3009	299449852846099781475495625/8978	19/134	13/134
3010	6086903945511359391078125/882	3/14	1/42
3011	11942040090627586265847625/3698	39/86	3/86
3012	36099979989933532765625/144	1/3	1/12
3013	376372750824914404239843125/8978	25/134	13/134
3014	4594848865180920474578125/1024	3/32	1/16
3015	37151649150100964025625/36	1/6	0
3016	28912828501437266140625/256	7/16	0
3017	3961057504696905461265625/1922	25/62	15/62
3018	783686347183416153798425/1058	3/46	3/46
3019	3961057504696905461265625/1922	9/62	5/62
3020	32811187400507459328125/256	3/8	5/16
3021	8621125157281500121578125/1922	27/62	25/62
3022	2804544364639414815640625/1922	23/62	23/62
3023	12368584677069635197015625/1922	25/62	7/62
3024	973612519953125/2	1/2	1/2
3025	12368584677069635197015625/1922	13/62	3/62
3026	2804544364639414815640625/1922	1/2	29/62
3027	12368584677069635197015625/1922	29/62	9/62
3028	32811187400507459328125/256	5/16	1/8
3029	3961057504696905461265625/1922	29/62	3/62
3030	47960235178399127130625/64	1/2	1/8
3031	3961057504696905461265625/1922	27/62	11/62
3032	28912828501437266140625/256	1/2	7/16
3033	37151649150100964025625/98	1/14	1/14
3034	4594848865180920474578125/1024	7/16	3/32
3035	106163019095076235605625/64	3/8	0
3036	36099979989933532765625/144	5/12	1/3
3037	1710802991190714884393125/256	3/8	1/16
3038	1710802991190714884393125/256	1/8	1/16
3039	62081488674975376530625/64	1/8	0
3040	898571872143266140625/98	1/2	3/14
3041	20206665613269185824515625/1922	27/62	17/62
3042	37151649150100964025625/98	1/2	3/14
3043	20206665613269185824515625/1922	21/62	9/62
3044	4015324918919623693493525/1458	7/18	1/54
3045	383953713720734088773725/1058	13/46	3/46
3046	17357345067628733471816525/2116	10/23	1/46
3047	53784443287293449377648625/3362	39/82	33/82
3048	56115810479401630140625/144	5/12	0
3049	147126268096534563129158125/7442	45/122	5/122
3050	29609588644778427687216425/2116	3/46	1/23
3051	28045950675257621055625/98	5/14	5/14
3052	3588918732839663655246425/1458	1/2	11/54
3053	11405094445812333371543425/2738	13/74	7/74
3054	283060767049592284424425/1058	1/2	13/46
3055	134082594484660524051805625/6962	35/118	19/118
3056	298685687610338728266125/484	3/22	0
3057	2344207033588913254582925/1458	7/18	17/54
3058	6087567394917868502215625/1458	1/2	17/54
3059	38245008132262328316895625/6962	53/118	35/118
3060	5380664301389646524125/162	1/18	1/18
3061	5152408081799517128819125/1458	7/54	5/54
3062	2593149373439063334715625/1458	1/2	5/54
3063	283060767049592284424425/1058	17/46	15/46
3064	298685687610338728266125/484	9/22	2/11
3065	2593970965319756899336525/1458	25/54	13/54
3066	274071048083575380756625/1058	3/46	3/46
3067	33701046770013338813898125/6962	53/118	51/118
3068	344344646225931909657125/484	5/11	5/22
3069	6046313493314138877625/162	5/18	1/18
3070	1204886981865963617771225/1458	1/2	19/54
3071	1348041870800533552555925/1458	13/54	1/18
3072	51078122142125/2	1/2	1/2
3073	1204886981865963617771225/1458	19/54	1/6
3074	1348041870800533552555925/1458	7/18	13/54
3075	274071048083575380756625/1058	11/46	9/46
3076	344344646225931909657125/484	3/11	1/22
3077	1694327855960303639451025/1458	17/54	11/54
3078	5380664301389646524125/162	7/18	5/18
3079	2138875030646818662940625/1458	11/54	1/18
3080	114170483595517578125/2	1/2	1/2
3081	283060767049592284424425/1058	11/46	5/46
3082	2593149373439063334715625/1458	23/54	1/18
3083	75179258179260525046388125/6962	29/118	9/118
3084	207367770379152365484125/484	7/22	3/11
3085	50429258510682185125818125/6962	21/118	15/118
3086	5152408081799517128819125/1458	19/54	19/54
3087	262790038038038679897625/1058	9/46	3/46
3088	298685687610338728266125/484	1/2	4/11
3089	22245580255693363110832225/2738	21/74	17/74
3090	283060767049592284424425/1058	21/46	21/46
3091	14561531097003971033403125/2116	21/46	8/23
3092	12458293058531644407728125/2178	1/6	7/66
3093	20153159038253495910229925/2116	7/23	1/46
3094	10251698554508317586207125/1458	23/54	23/54
3095	4015324918919623693493525/1458	5/18	1/54
3096	6106147128543306729625/162	5/18	5/18
3097	53784443287293449377648625/3362	31/82	3/82
3098	17357345067628733471816525/2116	11/23	3/46
3099	383953713720734088773725/1058	21/46	17/46
3100	12458293058531644407728125/2178	31/66	23/66
3101	1459327924532010937029925/722	13/38	3/38
3102	1774897969269720721311925/722	11/38	11/38
3103	19554541935054033393002725/1444	9/38	3/19
3104	158264528062724206053125/196	3/14	1/7
3105	117775811017779915105625/36	1/6	0
3106	218496490035859212754525/722	11/38	11/38
3107	6858032826119357281807525/1458	19/54	5/54
3108	219131596556083347081725/722	15/38	15/38
3109	122277852221902862183725/722	15/38	11/38
3110	117435165005193837938825/722	11/38	11/38
3111	117435165005193837938825/722	9/38	3/38
3112	122277852221902862183725/722	1/2	17/38
3113	12800432985566128335331925/1444	13/38	5/19
3114	218496490035859212754525/722	9/38	3/38
3115	7989254735582344049940725/1458	7/18	13/54
3116	362824446756793738610725/722	9/38	9/38
3117	1774897969269720721311925/722	9/38	3/38
3118	26271723825706196479793125/3698	11/86	3/86
3119	65767036808332063798465625/3362	21/82	13/82
3120	2162275492431640625/2	1/2	1/2
3121	16231574592952236041655625/3698	15/86	9/86
3122	1459327924532010937029925/722	1/2	11/38
3123	24827676838888828914711325/1444	17/38	7/19
3124	53530664210531815883980625/3698	1/2	33/86
3125	56971266273722426074158125/3698	37/86	33/86
3126	783686347183416153798425/1058	1/2	15/46
3127	11966343313052378395673125/3698	29/86	25/86
3128	3413828593563030741529925/722	3/38	3/38
3129	72371484041344128358537625/4418	41/94	17/94
3130	17235925689442416588263125/3698	25/86	25/86
3131	119986805594759571573925625/5618	51/106	13/106
